country,year,suicides_no,population,suicide_rate
United Arab Emirates,2008,100.0,6510358.0,1.536013841327927
United Arab Emirates,2009,124.0,7252480.0,1.7097599717613836
United Arab Emirates,2010,111.0,7839736.0,1.4158640035837942
United Kingdom,1979,4765.0,52495800.0,9.076916629520838
United Kingdom,1980,4917.0,52533800.0,9.3596884291637
United Kingdom,1981,5025.0,52859492.0,9.506334264430691
United Kingdom,1982,4933.0,52795142.0,9.343662718058415
United Kingdom,1983,4926.0,52769713.0,9.334900115905501
United Kingdom,1984,4943.0,52864838.0,9.350260375336816
United Kingdom,1985,5105.0,53006535.0,9.630887965040538
United Kingdom,1986,4839.0,53119533.0,9.109643339673186
United Kingdom,1987,4594.0,53239668.0,8.62890429744979
United Kingdom,1988,4971.0,53310780.0,9.324568126746598
United Kingdom,1989,4361.0,53425129.0,8.162825400009798
United Kingdom,1990,4643.0,53557854.0,8.669130021527748
United Kingdom,1991,4547.0,53903427.0,8.43545624659449
United Kingdom,1992,4628.0,54076358.0,8.558268661510082
United Kingdom,1993,4462.0,54283982.0,8.219735980311834
United Kingdom,1994,4380.0,54497293.0,8.037096448074953
United Kingdom,1995,4315.0,54746964.0,7.881715596137897
United Kingdom,1996,4165.0,55012207.0,7.57104691327872
United Kingdom,1997,4143.0,55266635.0,7.496385477422319
United Kingdom,1998,4389.0,55527379.0,7.904208840831474
United Kingdom,1999,4448.0,55833339.0,7.966566355632072
United Kingdom,2000,4290.0,56133909.0,7.642439438878201
United Kingdom,2001,4128.0,55571993.0,7.4282021881057965
United Kingdom,2002,4117.0,55908944.0,7.363759186723327
United Kingdom,2003,3979.0,56171771.0,7.083629248577546
United Kingdom,2004,4183.0,56455011.0,7.409439704121216
United Kingdom,2005,4047.0,56809024.0,7.123868207980479
United Kingdom,2006,4122.0,57091129.0,7.220035883333118
United Kingdom,2007,3897.0,57382757.0,6.79123869910956
United Kingdom,2008,4259.0,57683372.0,7.383410248624162
United Kingdom,2009,4246.0,58013559.0,7.318978654627964
United Kingdom,2010,4188.0,58403529.0,7.170799559047194
United Kingdom,2011,4393.0,58881852.0,7.460702832512809
United Kingdom,2012,4444.0,59708630.0,7.442810193434349
United Kingdom,2013,4824.0,60091793.0,8.027718527220514
United Kingdom,2014,4788.0,60570482.0,7.9048405129085815
United Kingdom,2015,4910.0,61082942.0,8.038250678888389
United States of America,1979,27189.0,208504000.0,13.040037601197099
United States of America,1980,26852.0,210745000.0,12.741464803435433
United States of America,1981,27574.0,212406000.0,12.981742511981771
United States of America,1982,28226.0,214162000.0,13.179742437967521
United States of America,1983,28280.0,216423000.0,13.067003044962874
United States of America,1984,29267.0,218635000.0,13.386237336199603
United States of America,1985,29446.0,220723000.0,13.340703053148063
United States of America,1986,30892.0,222953000.0,13.85583508631864
United States of America,1987,30783.0,225148000.0,13.672339971929574
United States of America,1988,30388.0,227353000.0,13.3659991291076
United States of America,1989,30218.0,229487000.0,13.167630410437193
United States of America,1990,30895.0,229952200.0,13.435400922452578
United States of America,1991,30790.0,232955000.0,13.21714494215621
United States of America,1992,30471.0,235565600.0,12.935250308194405
United States of America,1993,31084.0,238092300.0,13.055441104143224
United States of America,1994,31123.0,240614100.0,12.934819696767562
United States of America,1995,31272.0,243164200.0,12.860445739956786
United States of America,1996,30879.0,245997800.0,12.552551282978953
United States of America,1997,30517.0,248486400.0,12.281155024983258
United States of America,1998,30558.0,251332500.0,12.15839575064904
United States of America,1999,29183.0,253748671.0,11.500749889641787
United States of America,2000,29343.0,262246108.0,11.189107904701489
United States of America,2001,30607.0,265427546.0,11.53120708880758
United States of America,2002,31645.0,268759559.0,11.774464922380677
United States of America,2003,31477.0,271041510.0,11.61335029457296
United States of America,2004,32428.0,273584136.0,11.853026448872752
United States of America,2005,32629.0,276106680.0,11.817533715591379
United States of America,2006,33292.0,278980848.0,11.933435660070831
United States of America,2007,34596.0,280658606.0,12.326719815604015
United States of America,2008,36030.0,282355565.0,12.76050642033565
United States of America,2009,36900.0,285162662.0,12.939983005208445
United States of America,2010,38362.0,287839149.0,13.32758248253437
United States of America,2011,39508.0,290313825.0,13.608721527471179
United States of America,2012,40596.0,292827128.0,13.863469644110294
United States of America,2013,41143.0,295322862.0,13.931532330876571
United States of America,2014,42769.0,297749735.0,14.364076596071529
United States of America,2015,44189.0,300078511.0,14.72581287235193
Uruguay,1980,274.0,2634100.0,10.402034850613113
Uruguay,1981,261.0,2662000.0,9.80465815176559
Uruguay,1982,318.0,2680200.0,11.864786209984329
Uruguay,1983,323.0,2696500.0,11.978490636009642
Uruguay,1984,333.0,2716900.0,12.256615996172107
Uruguay,1985,287.0,2737400.0,10.48440125666691
Uruguay,1986,262.0,2757600.0,9.501015375689004
Uruguay,1987,258.0,2778900.0,9.28424916333801
Uruguay,1988,268.0,2799600.0,9.572796113730533
Uruguay,1989,344.0,2820700.0,12.195554295033148
Uruguay,1990,315.0,2834000.0,11.115031757233591
Uruguay,1993,418.0,2896228.0,14.432565391951185
Uruguay,1994,406.0,2920296.0,13.902700274218779
Uruguay,1995,427.0,2943816.0,14.504982648372046
Uruguay,1996,393.0,2967278.0,13.244461759228491
Uruguay,1997,456.0,2991662.0,15.242363609257998
Uruguay,1998,521.0,3014887.0,17.28091301597705
Uruguay,1999,450.0,3034833.0,14.827834019203035
Uruguay,2000,555.0,3050169.0,18.195713089995994
Uruguay,2001,499.0,3061024.0,16.3017343215865
Uruguay,2002,675.0,3065257.0,22.020992040797882
Uruguay,2003,535.0,3065772.0,17.450743238570904
Uruguay,2004,520.0,3066489.0,16.957504168448022
Uruguay,2005,498.0,3070178.0,16.2205578959917
Uruguay,2006,528.0,3077445.0,17.15708972865478
Uruguay,2007,576.0,3087957.0,18.65310948306599
Uruguay,2008,523.0,3100791.0,16.86666402218015
Uruguay,2009,511.0,3114306.0,16.408150001958703
Uruguay,2010,547.0,3127306.0,17.491092972673606
Uruguay,2012,599.0,3151939.0,19.004174890440456
Uruguay,2013,546.0,3164670.0,17.252983723421398
Uruguay,2014,591.0,3177645.0,18.598679210547434
Uruguay,2015,630.0,3190795.0,19.74429570060126
Uzbekistan,1981,1149.0,13870700.0,8.28364826576885
Uzbekistan,1982,1134.0,14221100.0,7.974066703700839
Uzbekistan,1985,1501.0,15265500.0,9.832629131047133
Uzbekistan,1986,1422.0,15632500.0,9.096433711818326
Uzbekistan,1987,1326.0,16011200.0,8.281702808034376
Uzbekistan,1988,1238.0,16387000.0,7.5547690242265215
Uzbekistan,1989,1490.0,16779000.0,8.880147803802371
Uzbekistan,1990,1459.0,17165700.0,8.499507739270756
Uzbekistan,1991,1393.0,17347800.0,8.029836636345818
Uzbekistan,1992,1344.0,18257000.0,7.3615599496083695
Uzbekistan,1993,1355.0,18509300.0,7.320644216691068
Uzbekistan,1994,1419.0,19144700.0,7.411973026477302
Uzbekistan,1995,1485.0,19599000.0,7.576917189652534
Uzbekistan,1996,1699.0,19854500.0,8.557254023017451
Uzbekistan,1997,1554.0,20364300.0,7.631001311117986
Uzbekistan,1998,1620.0,20861200.0,7.765612716430502
Uzbekistan,1999,1795.0,21329916.0,8.41541054357645
Uzbekistan,2000,1919.0,21789067.0,8.807169210136442
Uzbekistan,2001,1914.0,22231527.0,8.609395117123533
Uzbekistan,2002,1576.0,22632256.0,6.963512607846076
Uzbekistan,2003,1416.0,22982883.0,6.161106942066407
Uzbekistan,2004,1251.0,23300841.0,5.368904924933825
Uzbekistan,2005,1221.0,23600347.0,5.17365274332619
Uzbekistan,2009,1399.0,25288102.0,5.532245955034506
Uzbekistan,2010,1464.0,25651783.0,5.707205616077448
Uzbekistan,2011,1640.0,25978049.0,6.3130221980873165
Uzbekistan,2012,1835.0,26381830.0,6.95554478214741
Uzbekistan,2013,1950.0,26838924.0,7.265566980255989
Uzbekistan,2014,2095.0,27313507.0,7.670197752342824
Venezuela (Bolivarian Republic of),1979,589.0,12204000.0,4.826286463454605
Venezuela (Bolivarian Republic of),1980,720.0,12730000.0,5.655930871956009
Venezuela (Bolivarian Republic of),1981,669.0,13127600.0,5.0961333373960205
Venezuela (Bolivarian Republic of),1982,686.0,13530300.0,5.070101919395726
Venezuela (Bolivarian Republic of),1983,785.0,13924200.0,5.637666795938007
Venezuela (Bolivarian Republic of),1985,783.0,14757400.0,5.305812677029829
Venezuela (Bolivarian Republic of),1986,813.0,15161100.0,5.36240774086313
Venezuela (Bolivarian Republic of),1987,746.0,15569700.0,4.791357572721376
Venezuela (Bolivarian Republic of),1988,843.0,15979000.0,5.275674322548344
Venezuela (Bolivarian Republic of),1989,913.0,16400000.0,5.567073170731708
Venezuela (Bolivarian Republic of),1990,982.0,16806100.0,5.843116487465861
Venezuela (Bolivarian Republic of),1992,959.0,17709500.0,5.4151726474491095
Venezuela (Bolivarian Republic of),1993,965.0,18165700.0,5.312209273520976
Venezuela (Bolivarian Republic of),1994,1088.0,18623400.0,5.8421126110162485
Venezuela (Bolivarian Republic of),1996,1009.0,19863671.0,5.079625009898725
Venezuela (Bolivarian Republic of),1997,1074.0,20324183.0,5.284345255108163
Venezuela (Bolivarian Republic of),1998,1142.0,20771640.0,5.497880764349854
Venezuela (Bolivarian Republic of),1999,1245.0,21216221.0,5.868151543104684
Venezuela (Bolivarian Republic of),2000,1264.0,21664935.0,5.834312450048892
Venezuela (Bolivarian Republic of),2001,1379.0,22108044.0,6.237548649713199
Venezuela (Bolivarian Republic of),2002,1299.0,22554558.0,5.759368017763859
Venezuela (Bolivarian Republic of),2003,1150.0,23003836.0,4.999166226015522
Venezuela (Bolivarian Republic of),2004,1038.0,23452474.0,4.425972287614518
Venezuela (Bolivarian Republic of),2005,1016.0,23897676.0,4.251459430615764
Venezuela (Bolivarian Republic of),2006,945.0,24332855.0,3.883637986582339
Venezuela (Bolivarian Republic of),2007,897.0,24770950.0,3.62117722574225
Venezuela (Bolivarian Republic of),2008,870.0,25209506.0,3.451079128642981
Venezuela (Bolivarian Republic of),2009,751.0,25646139.0,2.9283160322885253
Venezuela (Bolivarian Republic of),2010,775.0,26078766.0,2.9717663788232924
Venezuela (Bolivarian Republic of),2011,760.0,26503892.0,2.8675033840312962
Venezuela (Bolivarian Republic of),2012,731.0,26926228.0,2.714825114011513
Venezuela (Bolivarian Republic of),2013,618.0,27345912.0,2.2599355984177816
Virgin Islands (USA),1980,3.0,85800.0,3.4965034965034967
Virgin Islands (USA),1997,3.0,96760.0,3.1004547333608925
Virgin Islands (USA),1998,5.0,98060.0,5.098919029165817
Virgin Islands (USA),1999,6.0,99380.0,6.037432078889113
Virgin Islands (USA),2000,5.0,100254.0,4.987332176272268
Virgin Islands (USA),2001,4.0,100831.0,3.9670339478930092
Virgin Islands (USA),2002,2.0,101048.0,1.9792573826300373
Virgin Islands (USA),2003,9.0,100917.0,8.918219923303308
Virgin Islands (USA),2004,5.0,100630.0,4.96869720759217
Virgin Islands (USA),2005,2.0,100348.0,1.9930641368039226
Virgin Islands (USA),2006,14.0,99967.0,14.004621525103286
Virgin Islands (USA),2007,11.0,99597.0,11.044509372772271
Virgin Islands (USA),2008,6.0,99268.0,6.044243865092477
Virgin Islands (USA),2009,9.0,98960.0,9.094583670169765
Virgin Islands (USA),2010,8.0,98658.0,8.108820369356767
Virgin Islands (USA),2011,8.0,98290.0,8.139179977617255
Virgin Islands (USA),2012,10.0,98069.0,10.196902181117377
Virgin Islands (USA),2015,3.0,97951.0,3.0627558677297833
