,country,year,sex,suicides_no,population,suirate
3469,Serbia,2000,male,1069.0,3467381.0,30.830185664626992
3470,Serbia,2001,female,417.0,3678784.0,11.33526730571841
3471,Serbia,2001,male,1025.0,3463626.0,29.593264399793743
3472,Serbia,2002,female,395.0,3676145.0,10.744951572911297
3473,Serbia,2002,male,1051.0,3461968.0,30.35845507526355
3474,Serbia,2003,female,381.0,3663118.0,10.400975343955613
3475,Serbia,2003,male,997.0,3448857.0,28.908128113169088
3476,Serbia,2004,female,367.0,3650542.0,10.053301674107571
3477,Serbia,2004,male,978.0,3435822.0,28.46480405562337
3478,Serbia,2005,female,431.0,3637050.0,11.850263262809145
3479,Serbia,2005,male,1006.0,3421932.0,29.39859704985371
3480,Serbia,2006,female,422.0,3623473.0,11.646285207589514
3481,Serbia,2006,male,1021.0,3408338.0,29.955949204568327
3482,Serbia,2007,female,385.0,3612243.0,10.658197690465453
3483,Serbia,2007,male,968.0,3397367.0,28.492653281202767
3484,Serbia,2008,female,386.0,3601186.0,10.718691009017585
3485,Serbia,2008,male,903.0,3387346.0,26.658038476140316
3486,Serbia,2009,female,376.0,3590133.0,10.473149601978534
3487,Serbia,2009,male,997.0,3378107.0,29.5135707661125
3488,Serbia,2010,female,304.0,3577388.0,8.497820197305968
3489,Serbia,2010,male,903.0,3367483.0,26.81528013652927
3490,Serbia,2011,female,347.0,3549614.0,9.775710823768444
3491,Serbia,2011,male,909.0,3350413.0,27.130983553370882
3492,Serbia,2012,female,311.0,3532148.0,8.804840567269547
3493,Serbia,2012,male,932.0,3335026.0,27.945809118129812
3494,Serbia,2013,female,296.0,3515079.0,8.420863371776282
3495,Serbia,2013,male,901.0,3317761.0,27.15686874370999
3496,Serbia,2014,female,277.0,3498926.0,7.916715014835981
3497,Serbia,2014,male,857.0,3302884.0,25.947020846024262
3498,Serbia,2015,female,269.0,3480549.0,7.7286657938158605
3499,Serbia,2015,male,793.0,3285857.0,24.133734365189966
3500,Seychelles,1987,female,0.0,29400.0,0.0
3501,Seychelles,1987,male,3.0,28900.0,10.380622837370241
3502,Seychelles,2001,female,1.0,37965.0,2.634005004609509
3503,Seychelles,2001,male,5.0,37398.0,13.369698914380448
3504,Seychelles,2002,female,0.0,38778.0,0.0
3505,Seychelles,2002,male,5.0,38126.0,13.11441011383308
3506,Seychelles,2003,female,2.0,39544.0,5.0576572931418164
3507,Seychelles,2003,male,6.0,38858.0,15.440835863914767
3508,Seychelles,2004,female,0.0,40157.0,0.0
3509,Seychelles,2004,male,6.0,39578.0,15.159937338925666
3510,Seychelles,2005,female,1.0,40593.0,2.4634789249377973
3511,Seychelles,2005,male,4.0,40307.0,9.923834569677723
3512,Seychelles,2006,female,0.0,40688.0,0.0
3513,Seychelles,2006,male,8.0,41003.0,19.51076750481672
3514,Seychelles,2007,female,1.0,40615.0,2.462144527883787
3515,Seychelles,2007,male,5.0,41716.0,11.985808802377985
3516,Seychelles,2008,female,0.0,40496.0,0.0
3517,Seychelles,2008,male,4.0,42404.0,9.433072351664936
3518,Seychelles,2009,female,0.0,40468.0,0.0
3519,Seychelles,2009,male,4.0,42961.0,9.310770233467563
3520,Seychelles,2010,female,0.0,40596.0,0.0
3521,Seychelles,2010,male,6.0,43289.0,13.86033403405022
3522,Seychelles,2011,female,0.0,40940.0,0.0
3523,Seychelles,2011,male,5.0,39777.0,12.570078185886317
3524,Seychelles,2012,female,0.0,41453.0,0.0
3525,Seychelles,2012,male,3.0,39771.0,7.543184732594101
3526,Seychelles,2013,female,0.0,41583.0,0.0
3527,Seychelles,2013,male,9.0,40958.0,21.97372918599541
3528,Seychelles,2014,female,2.0,42421.0,4.714646047947951
3529,Seychelles,2014,male,2.0,41424.0,4.828118964851294
3530,Seychelles,2015,female,1.0,43478.0,2.3000138000828003
3531,Seychelles,2015,male,6.0,42471.0,14.127286854559582
3532,Singapore,1987,female,130.0,1184100.0,10.978802466007938
3533,Singapore,1987,male,171.0,1223700.0,13.974013238538857
3534,Singapore,1988,female,146.0,1183100.0,12.340461499450596
3535,Singapore,1988,male,220.0,1210300.0,18.17731141039412
3536,Singapore,1989,female,179.0,1202000.0,14.891846921797004
3537,Singapore,1989,male,215.0,1229100.0,17.49247416809047
3538,Singapore,1990,female,153.0,1241500.0,12.323801852597665
3539,Singapore,1990,male,201.0,1270300.0,15.823033928993151
3540,Singapore,1991,female,119.0,1267000.0,9.392265193370166
3541,Singapore,1991,male,177.0,1292300.0,13.696510098274395
3542,Singapore,1992,female,117.0,1291700.0,9.05783076565766
3543,Singapore,1992,male,160.0,1312300.0,12.192334069953517
3544,Singapore,1993,female,102.0,1320100.0,7.726687372168775
3545,Singapore,1993,male,168.0,1335700.0,12.577674627536123
3546,Singapore,1994,female,126.0,1350500.0,9.329877823028507
3547,Singapore,1994,male,190.0,1361700.0,13.953146801791878
3548,Singapore,1995,female,138.0,1379400.0,10.004349717268378
3549,Singapore,1995,male,226.0,1385900.0,16.30709286384299
3550,Singapore,1996,female,87.0,1409500.0,6.1724015608371765
3551,Singapore,1996,male,152.0,1413600.0,10.75268817204301
3552,Singapore,1997,female,107.0,1440000.0,7.430555555555555
3553,Singapore,1997,male,196.0,1440000.0,13.61111111111111
3554,Singapore,1998,female,128.0,1472300.0,8.693880323303674
3555,Singapore,1998,male,200.0,1467900.0,13.62490632876899
3556,Singapore,1999,female,90.0,1502500.0,5.990016638935108
3557,Singapore,1999,male,187.0,1494600.0,12.511708818412954
3558,Singapore,2000,female,105.0,1529900.0,6.863193672789071
3559,Singapore,2000,male,204.0,1517700.0,13.441391579363511
3560,Singapore,2001,female,115.0,1559800.0,7.37274009488396
3561,Singapore,2001,male,190.0,1543200.0,12.312078797304302
3562,Singapore,2002,female,129.0,1593600.0,8.09487951807229
3563,Singapore,2002,male,192.0,1571600.0,12.216849071010435
3564,Singapore,2003,female,119.0,1626200.0,7.317673102939368
3565,Singapore,2003,male,201.0,1600000.0,12.5625
3566,Singapore,2004,female,130.0,1657300.0,7.844083750678815
3567,Singapore,2004,male,205.0,1624100.0,12.622375469490795
3568,Singapore,2005,female,119.0,1688000.0,7.049763033175355
3569,Singapore,2005,male,240.0,1654400.0,14.506769825918763
3570,Singapore,2006,female,141.0,1725100.0,8.17343922091473
3571,Singapore,2006,male,231.0,1686800.0,13.694569599241166
3572,Singapore,2007,female,131.0,1713100.0,7.646955811102679
3573,Singapore,2007,male,197.0,1676500.0,11.750671040858933
3574,Singapore,2008,female,112.0,1745000.0,6.418338108882521
3575,Singapore,2008,male,207.0,1703900.0,12.148600269968895
3576,Singapore,2009,female,114.0,1792100.0,6.36125216226773
3577,Singapore,2009,male,235.0,1744000.0,13.474770642201834
3578,Singapore,2010,female,99.0,1814800.0,5.4551465726250825
3579,Singapore,2010,male,197.0,1762000.0,11.180476730987515
3580,Singapore,2011,female,111.0,1828900.0,6.0692219366832525
3581,Singapore,2011,male,197.0,1772000.0,11.117381489841986
3582,Singapore,2012,female,149.0,1846300.0,8.070194442939934
3583,Singapore,2012,male,243.0,1785300.0,13.611157788606956
3584,Singapore,2013,female,112.0,1863472.0,6.010286175483184
3585,Singapore,2013,male,245.0,1797984.0,13.626372648477405
3586,Singapore,2014,female,105.0,1879488.0,5.5866278475840225
3587,Singapore,2014,male,250.0,1809882.0,13.813055215754398
3588,Singapore,2015,female,111.0,1896339.0,5.853383809540383
3589,Singapore,2015,male,218.0,1822776.0,11.95978002782569
3590,Slovenia,1987,female,172.0,962700.0,17.866417367819675
3591,Slovenia,1987,male,446.0,901100.0,49.4950615913883
3592,Slovenia,1988,female,171.0,965300.0,17.714700093235265
3593,Slovenia,1988,male,461.0,902600.0,51.074673166408154
3594,Slovenia,1989,female,161.0,967200.0,16.64598842018197
3595,Slovenia,1989,male,515.0,904100.0,56.96272536223869
3596,Slovenia,1990,female,130.0,970500.0,13.395157135497167
3597,Slovenia,1990,male,423.0,907900.0,46.59103425487388
3598,Slovenia,1991,female,145.0,971700.0,14.922301121745395
3599,Slovenia,1991,male,501.0,909800.0,55.067047702791825
3600,Slovenia,1992,female,148.0,972900.0,15.212252030013362
3601,Slovenia,1992,male,439.0,909600.0,48.26297273526825
3602,Slovenia,1993,female,133.0,973500.0,13.662044170518747
3603,Slovenia,1993,male,481.0,910000.0,52.857142857142854
3604,Slovenia,1994,female,141.0,975200.0,14.458572600492207
3605,Slovenia,1994,male,480.0,911800.0,52.64312349199386
3606,Slovenia,1995,female,129.0,973900.0,13.245713112229181
3607,Slovenia,1995,male,435.0,910100.0,47.796945390616415
3608,Slovenia,1996,female,142.0,974500.0,14.571575166752181
3609,Slovenia,1996,male,465.0,918600.0,50.62050947093403
3610,Slovenia,1997,female,120.0,974000.0,12.320328542094456
3611,Slovenia,1997,male,473.0,909900.0,51.98373447631608
3612,Slovenia,1998,female,135.0,972400.0,13.88317564788153
3613,Slovenia,1998,male,477.0,907900.0,52.53882586187906
3614,Slovenia,1999,female,137.0,974300.0,14.06137739915837
3615,Slovenia,1999,male,453.0,910100.0,49.77475002746951
3616,Slovenia,2000,female,155.0,975403.0,15.890867672131417
3617,Slovenia,2000,male,433.0,911080.0,47.52601308337358
3618,Slovenia,2001,female,122.0,974345.0,12.521232212409362
3619,Slovenia,2001,male,459.0,926985.0,49.515364326283596
3620,Slovenia,2002,female,107.0,976286.0,10.959903143136335
3621,Slovenia,2002,male,433.0,929838.0,46.56725149972361
3622,Slovenia,2003,female,122.0,976221.0,12.497170210433907
3623,Slovenia,2003,male,440.0,931368.0,47.242336004672694
3624,Slovenia,2004,female,142.0,976625.0,14.539869448355306
3625,Slovenia,2004,male,370.0,931237.0,39.73209827358664
3626,Slovenia,2005,female,112.0,977593.0,11.456710512452524
3627,Slovenia,2005,male,391.0,934224.0,41.8529175015842
3628,Slovenia,2006,female,114.0,978933.0,11.645332213747007
3629,Slovenia,2006,male,415.0,939637.0,44.165991760648
3630,Slovenia,2007,female,99.0,979458.0,10.107630955079237
3631,Slovenia,2007,male,335.0,947874.0,35.34225013029158
3632,Slovenia,2008,female,84.0,980441.0,8.567573163504994
3633,Slovenia,2008,male,324.0,963317.0,33.63378825454134
3634,Slovenia,2009,female,97.0,981693.0,9.880889443033617
3635,Slovenia,2009,male,350.0,960344.0,36.44527377689661
3636,Slovenia,2010,female,78.0,983739.0,7.928932369256479
3637,Slovenia,2010,male,336.0,961035.0,34.9623062635596
3638,Slovenia,2011,female,88.0,984622.0,8.937439951575325
3639,Slovenia,2011,male,347.0,959939.0,36.14813024577603
3640,Slovenia,2012,female,80.0,985250.0,8.119766556711495
3641,Slovenia,2012,male,360.0,960738.0,37.471194019597434
3642,Slovenia,2013,female,86.0,985655.0,8.725162455423044
3643,Slovenia,2013,male,360.0,962621.0,37.39789595282048
3644,Slovenia,2014,female,63.0,986944.0,6.3833408987743985
3645,Slovenia,2014,male,325.0,964842.0,33.684271621674846
3646,Slovenia,2015,female,90.0,987883.0,9.110390602935773
3647,Slovenia,2015,male,332.0,966749.0,34.341902603467915
3648,South Africa,1996,female,30.0,19296055.0,0.1554721936686022
3649,South Africa,1996,male,113.0,18477597.0,0.6115513830072168
3650,South Africa,1997,female,22.0,19686467.0,0.11175189535024238
3651,South Africa,1997,male,82.0,18841690.0,0.4352051222581414
3652,South Africa,1998,female,43.0,20048202.0,0.21448307434252709
3653,South Africa,1998,male,137.0,19184266.0,0.7141268787661722
3654,South Africa,1999,female,60.0,20393555.0,0.29421059741668387
3655,South Africa,1999,male,219.0,19514005.0,1.122270902359613
3656,South Africa,2000,female,58.0,20731442.0,0.2797682862581387
3657,South Africa,2000,male,209.0,19837117.0,1.0535805177738278
3658,South Africa,2001,female,72.0,21046569.0,0.34209851496460064
3659,South Africa,2001,male,312.0,20139030.0,1.5492305240123283
3660,South Africa,2002,female,47.0,21361826.0,0.22001864447355765
3661,South Africa,2002,male,189.0,20442042.0,0.9245651681960149
3662,South Africa,2003,female,63.0,21673133.0,0.2906824777017702
3663,South Africa,2003,male,193.0,20742176.0,0.9304713256699779
3664,South Africa,2004,female,89.0,21973196.0,0.40503893926036066
3665,South Africa,2004,male,294.0,21032678.0,1.3978248514050375
3666,South Africa,2005,female,101.0,22257264.0,0.4537844363979328
3667,South Africa,2005,male,357.0,21308843.0,1.67536078800712
3668,South Africa,2006,female,97.0,22517350.0,0.43077893268968154
3669,South Africa,2006,male,417.0,21561707.0,1.9339841692496795
3670,South Africa,2007,female,104.0,22769226.0,0.45675685242880015
3671,South Africa,2007,male,313.0,21808209.0,1.4352393633058085
3672,South Africa,2008,female,95.0,22662242.0,0.4191994772626645
3673,South Africa,2008,male,346.0,21018344.0,1.6461810692602614
3674,South Africa,2009,female,92.0,23288943.0,0.39503725008043516
3675,South Africa,2009,male,280.0,22318105.0,1.254586802956613
3676,South Africa,2010,female,94.0,23577107.0,0.39869183271722014
3677,South Africa,2010,male,299.0,22599093.0,1.323061947663121
3678,South Africa,2011,female,75.0,23897318.0,0.31384275005253726
3679,South Africa,2011,male,283.0,22909421.0,1.2352996612179767
3680,South Africa,2012,female,114.0,24241678.0,0.4702644759162299
3681,South Africa,2012,male,373.0,23242578.0,1.6048133731120533
3682,South Africa,2013,female,120.0,24602669.0,0.4877519589439666
3683,South Africa,2013,male,467.0,23590030.0,1.9796498775118132
3684,South Africa,2014,female,121.0,24970786.0,0.4845662447309428
3685,South Africa,2014,male,459.0,23941343.0,1.9171856816887842
3686,South Africa,2015,female,105.0,25338753.0,0.41438503307562136
3687,South Africa,2015,male,377.0,24288707.0,1.5521616692070104
3688,Spain,1987,female,787.0,18612700.0,4.228295733558269
3689,Spain,1987,male,2017.0,17813000.0,11.323190927973952
3690,Spain,1988,female,810.0,18696400.0,4.332384844141118
3691,Spain,1988,male,2150.0,17900900.0,12.010569300984868
3692,Spain,1989,female,774.0,18766000.0,4.1244804433550035
3693,Spain,1989,male,2213.0,17974400.0,12.311954780131742
3694,Spain,1990,female,804.0,18825000.0,4.270916334661354
3695,Spain,1990,male,2135.0,18036400.0,11.837173715375574
3696,Spain,1991,female,777.0,18872000.0,4.117210682492582
3697,Spain,1991,male,2139.0,18086100.0,11.826761988488396
3698,Spain,1992,female,682.0,18935800.0,3.601643447860666
3699,Spain,1992,male,2104.0,18065100.0,11.646766417014021
3700,Spain,1993,female,754.0,18995700.0,3.9693193722789895
3701,Spain,1993,male,2283.0,18126400.0,12.594889222349721
3702,Spain,1994,female,742.0,19041000.0,3.896854156819495
3703,Spain,1994,male,2429.0,18162100.0,13.374004107454535
3704,Spain,1995,female,749.0,19083300.0,3.924897685410804
3705,Spain,1995,male,2408.0,18192000.0,13.236587510993843
3706,Spain,1996,female,869.0,19122600.0,4.544361122441509
3707,Spain,1996,male,2451.0,18218600.0,13.453284006454941
3708,Spain,1997,female,847.0,19160500.0,4.420552699564207
3709,Spain,1997,male,2526.0,18244500.0,13.845268437063224
3710,Spain,1998,female,762.0,19193600.0,3.9700733577859286
3711,Spain,1998,male,2499.0,18265300.0,13.68168056369181
3712,Spain,1999,female,809.0,19351271.0,4.180603951027299
3713,Spain,1999,male,2411.0,18438000.0,13.076255559171276
3714,Spain,2000,female,819.0,19602555.0,4.1780267929359205
3715,Spain,2000,male,2575.0,18717441.0,13.75722247501675
3716,Spain,2001,female,759.0,19789110.0,3.835442826888122
3717,Spain,2001,male,2430.0,18924394.0,12.84056969010474
3718,Spain,2002,female,817.0,20088190.0,4.067066271276805
3719,Spain,2002,male,2555.0,19252421.0,13.271058221716634
3720,Spain,2003,female,828.0,20378624.0,4.063081000954726
3721,Spain,2003,male,2650.0,19568932.0,13.541873414451029
3722,Spain,2004,female,857.0,20666649.0,4.146777738374518
3723,Spain,2004,male,2651.0,19889174.0,13.328859207526667
3724,Spain,2005,female,829.0,20961365.0,3.954895112985247
3725,Spain,2005,male,2570.0,20234114.0,12.701322133501867
3726,Spain,2006,female,735.0,21246472.0,3.459397870855924
3727,Spain,2006,male,2512.0,20562376.0,12.216487044104241
3728,Spain,2007,female,801.0,21589534.0,3.710131029229255
3729,Spain,2007,male,2463.0,20957793.0,11.752191654913283
3730,Spain,2008,female,781.0,21918737.0,3.5631615088040887
3731,Spain,2008,male,2676.0,21280747.0,12.57474655377464
3732,Spain,2009,female,763.0,22074278.0,3.4565116920245362
3733,Spain,2009,male,2666.0,21415808.0,12.44874813969195
3734,Spain,2010,female,690.0,22173179.0,3.111867720907318
3735,Spain,2010,male,2468.0,21422177.0,11.520771208267021
3736,Spain,2011,female,745.0,22237512.0,3.35019493187907
3737,Spain,2011,male,2435.0,21405059.0,11.375815408871333
3738,Spain,2012,female,815.0,22526383.0,3.617979859438597
3739,Spain,2012,male,2724.0,21792476.0,12.499726969987256
3740,Spain,2013,female,960.0,22514212.0,4.263973351587877
3741,Spain,2013,male,2913.0,21713413.0,13.415670765346746
3742,Spain,2014,female,973.0,22509438.0,4.322631244724991
3743,Spain,2014,male,2938.0,21663333.0,13.562086683521876
3744,Spain,2015,female,923.0,22531779.0,4.09643641542907
3745,Spain,2015,male,2681.0,21654749.0,12.38065608610841
3746,Sri Lanka,1996,female,1170.0,8310124.0,14.079212295749137
3747,Sri Lanka,1996,male,3728.0,8344303.0,44.67718873583569
3748,Sri Lanka,1997,female,1497.0,8382060.0,17.859571513446575
3749,Sri Lanka,1997,male,4390.0,8393349.0,52.30331778173409
3750,Sri Lanka,1998,female,1312.0,8456381.0,15.514911165899456
3751,Sri Lanka,1998,male,4206.0,8441310.0,49.82638950589423
3752,Sri Lanka,1999,female,1348.0,8532684.0,15.798077134931987
3753,Sri Lanka,1999,male,4271.0,8487603.0,50.32044971943198
3754,Sri Lanka,2000,female,1293.0,8609576.0,15.018161173093773
3755,Sri Lanka,2000,male,3959.0,8530766.0,46.408493680403375
3756,Sri Lanka,2001,female,1008.0,8693121.0,11.595375239801678
3757,Sri Lanka,2001,male,3582.0,8573840.0,41.778246386683215
3758,Sri Lanka,2002,female,917.0,8779218.0,10.445121649787032
3759,Sri Lanka,2002,male,3465.0,8616737.0,40.21243772439614
3760,Sri Lanka,2003,female,934.0,8866412.0,10.534137145893965
3761,Sri Lanka,2003,male,3533.0,8658184.0,40.805323610586235
3762,Sri Lanka,2006,female,898.0,9123926.0,9.842254310260737
3763,Sri Lanka,2006,male,3117.0,8767632.0,35.55121839055289
3764,Suriname,1987,female,12.0,163634.0,7.333439260789323
3765,Suriname,1987,male,40.0,168379.0,23.755931559161176
3766,Suriname,1988,female,17.0,167423.0,10.153921504213878
3767,Suriname,1988,male,32.0,172188.0,18.584338049109114
3768,Suriname,1989,female,12.0,171468.0,6.99839037021485
3769,Suriname,1989,male,41.0,176255.0,23.26175143967547
3770,Suriname,1990,female,4.0,176700.0,2.2637238256932655
3771,Suriname,1990,male,22.0,172000.0,12.790697674418604
3772,Suriname,1991,female,22.0,179073.0,12.285492508641727
3773,Suriname,1991,male,35.0,184006.0,19.021118876558372
3774,Suriname,1992,female,13.0,182591.0,7.1197375555202616
3775,Suriname,1992,male,35.0,187603.0,18.65641807433783
3776,Suriname,1995,female,13.0,192341.0,6.758829370752985
3777,Suriname,1995,male,42.0,197073.0,21.311899651398214
3778,Suriname,1996,female,4.0,195701.0,2.043934369267403
3779,Suriname,1996,male,17.0,200104.0,8.495582297205454
3780,Suriname,1997,female,11.0,198954.0,5.528916231892799
3781,Suriname,1997,male,21.0,202860.0,10.351966873706004
3782,Suriname,1998,female,8.0,202121.0,3.9580251433547233
3783,Suriname,1998,male,21.0,205485.0,10.219724067450178
3784,Suriname,1999,female,15.0,205210.0,7.3095853028604845
3785,Suriname,1999,male,34.0,208093.0,16.338848495624553
3786,Suriname,2000,female,14.0,208253.0,6.722592231564492
3787,Suriname,2000,male,38.0,210748.0,18.031013342949873
3788,Suriname,2001,female,16.0,211264.0,7.57346258709482
3789,Suriname,2001,male,56.0,213251.0,26.26013477076309
3790,Suriname,2002,female,21.0,214177.0,9.8049743903407
3791,Suriname,2002,male,48.0,215999.0,22.22232510335696
3792,Suriname,2003,female,19.0,217046.0,8.75390470222902
3793,Suriname,2003,male,58.0,218900.0,26.496116948378255
3794,Suriname,2004,female,18.0,219901.0,8.185501657564085
3795,Suriname,2004,male,49.0,221816.0,22.09038121686443
3796,Suriname,2005,female,12.0,222780.0,5.386479935362241
3797,Suriname,2005,male,60.0,224665.0,26.70642957291968
3798,Suriname,2006,female,28.0,225701.0,12.4057935055671
3799,Suriname,2006,male,84.0,227592.0,36.90815142887272
3800,Suriname,2007,female,32.0,228649.0,13.995250361908427
3801,Suriname,2007,male,87.0,230437.0,37.75435368452115
3802,Suriname,2008,female,34.0,231597.0,14.680673756568522
3803,Suriname,2008,male,113.0,233192.0,48.45792308483996
3804,Suriname,2009,female,32.0,234523.0,13.64471714927747
3805,Suriname,2009,male,99.0,235925.0,41.96248807883861
3806,Suriname,2010,female,42.0,237400.0,17.69165964616681
3807,Suriname,2010,male,94.0,238652.0,39.38789534552403
3808,Suriname,2011,female,32.0,240208.0,13.321787783920602
3809,Suriname,2011,male,95.0,241313.0,39.36795779754924
3810,Suriname,2012,female,33.0,242989.0,13.580861685096856
3811,Suriname,2012,male,100.0,243975.0,40.98780612767702
3812,Suriname,2013,female,34.0,245744.0,13.835536167719253
3813,Suriname,2013,male,97.0,246615.0,39.33256290168887
3814,Suriname,2014,female,36.0,248469.0,14.488728976250558
3815,Suriname,2014,male,92.0,249232.0,36.9133979585286
3816,Sweden,1987,female,464.0,4015200.0,11.5560868698944
3817,Sweden,1987,male,1077.0,3893800.0,27.65935589912168
3818,Sweden,1988,female,492.0,4026300.0,12.219655763355934
3819,Sweden,1988,male,1098.0,3904600.0,28.120678174460892
3820,Sweden,1989,female,457.0,4042100.0,11.306004304693104
3821,Sweden,1989,male,1122.0,3922700.0,28.60274810717108
3822,Sweden,1990,female,451.0,4061500.0,11.104271820755878
3823,Sweden,1990,male,1020.0,3944200.0,25.860757568074643
3824,Sweden,1991,female,447.0,4079500.0,10.957225150140948
3825,Sweden,1991,male,1036.0,3961600.0,26.151050080775445
3826,Sweden,1992,female,419.0,4096100.0,10.229242450135494
3827,Sweden,1992,male,936.0,3977100.0,23.534736365693597
3828,Sweden,1993,female,417.0,4115900.0,10.131441483029228
3829,Sweden,1993,male,956.0,3996600.0,23.920332282440075
3830,Sweden,1994,female,395.0,4146600.0,9.52587662181064
3831,Sweden,1994,male,929.0,4027500.0,23.066418373680943
3832,Sweden,1995,female,412.0,4176400.0,9.864955464036012
3833,Sweden,1995,male,936.0,4056600.0,23.073509835823103
3834,Sweden,1996,female,381.0,4196800.0,9.078345406023637
3835,Sweden,1996,male,872.0,4077500.0,21.385652973635807
3836,Sweden,1997,female,344.0,4214400.0,8.162490508731967
3837,Sweden,1997,male,857.0,4096900.0,20.918255266176864
3838,Sweden,1998,female,349.0,4231000.0,8.248640983219097
3839,Sweden,1998,male,882.0,4115300.0,21.432216363327097
3840,Sweden,1999,female,358.0,4246207.0,8.43105387937988
3841,Sweden,1999,male,862.0,4131806.0,20.862547757566546
3842,Sweden,2000,female,329.0,4260153.0,7.722727329276672
3843,Sweden,2000,male,802.0,4148855.0,19.330634596774292
3844,Sweden,2001,female,364.0,4273200.0,8.518206496302536
3845,Sweden,2001,male,833.0,4166117.0,19.994637692604407
3846,Sweden,2002,female,318.0,4283964.0,7.423031566091592
3847,Sweden,2002,male,862.0,4181864.0,20.612817633476364
3848,Sweden,2003,female,336.0,4293850.0,7.82514526590356
3849,Sweden,2003,male,776.0,4196689.0,18.490767364462794
3850,Sweden,2004,female,321.0,4303897.0,7.4583569262926135
3851,Sweden,2004,male,834.0,4210417.0,19.80801426557037
3852,Sweden,2005,female,384.0,4314133.0,8.900977322674104
3853,Sweden,2005,male,835.0,4224491.0,19.765694849391323
3854,Sweden,2006,female,380.0,4329710.0,8.776569331433283
3855,Sweden,2006,male,817.0,4246334.0,19.240125717854507
3856,Sweden,2007,female,325.0,4351663.0,7.468409203561949
3857,Sweden,2007,male,801.0,4277496.0,18.725908802720095
3858,Sweden,2008,female,315.0,4377474.0,7.195930803929389
3859,Sweden,2008,male,855.0,4311030.0,19.832847370581973
3860,Sweden,2009,female,354.0,4408461.0,8.030013195081004
3861,Sweden,2009,male,888.0,4347461.0,20.42571514730092
3862,Sweden,2010,female,303.0,4438872.0,6.826058512162549
3863,Sweden,2010,male,838.0,4384253.0,19.113860445553666
3864,Sweden,2011,female,323.0,4466379.0,7.231809033671348
3865,Sweden,2011,male,789.0,4418265.0,17.85768848179093
3866,Sweden,2012,female,335.0,4495707.0,7.45155322622226
3867,Sweden,2012,male,819.0,4453202.0,18.39126093988101
3868,Sweden,2013,female,368.0,4530056.0,8.123519885846886
3869,Sweden,2013,male,862.0,4494025.0,19.18102369256958
3870,Sweden,2014,female,363.0,4570064.0,7.942995984301314
3871,Sweden,2014,male,785.0,4544460.0,17.273779502955247
3872,Sweden,2015,female,331.0,4570064.0,7.242786971911116
3873,Sweden,2015,male,851.0,4544460.0,18.726097270082693
3874,Sweden,2016,female,351.0,4633066.0,7.575976685849068
3875,Sweden,2016,male,784.0,4620777.0,16.96684345511588
3876,TFYR Macedonia,1991,female,49.0,874600.0,5.602561170820946
3877,TFYR Macedonia,1991,male,96.0,878100.0,10.932695592757089
3878,TFYR Macedonia,1992,female,52.0,882000.0,5.895691609977324
3879,TFYR Macedonia,1992,male,92.0,883200.0,10.416666666666666
3880,TFYR Macedonia,1993,female,55.0,889300.0,6.184639604183065
3881,TFYR Macedonia,1993,male,95.0,888700.0,10.689771576459998
3882,TFYR Macedonia,1994,female,48.0,897500.0,5.348189415041783
3883,TFYR Macedonia,1994,male,80.0,895700.0,8.931561906888467
3884,TFYR Macedonia,1995,female,45.0,907400.0,4.959224156931893
3885,TFYR Macedonia,1995,male,86.0,905300.0,9.499613387827239
3886,TFYR Macedonia,1996,female,43.0,916500.0,4.691762138570649
3887,TFYR Macedonia,1996,male,103.0,913900.0,11.270379691432323
3888,TFYR Macedonia,1997,female,40.0,924600.0,4.3261951113995245
3889,TFYR Macedonia,1997,male,115.0,921600.0,12.47829861111111
3890,TFYR Macedonia,1998,female,56.0,930400.0,6.0189165950128976
3891,TFYR Macedonia,1998,male,97.0,927600.0,10.457093574816732
3892,TFYR Macedonia,1999,female,53.0,937600.0,5.652730375426621
3893,TFYR Macedonia,1999,male,117.0,934700.0,12.517385257301807
3894,TFYR Macedonia,2000,female,46.0,945400.0,4.86566532684578
3895,TFYR Macedonia,2000,male,104.0,942200.0,11.037996179155169
3896,TFYR Macedonia,2001,female,39.0,952804.0,4.093181808640602
3897,TFYR Macedonia,2001,male,113.0,949607.0,11.899659543368994
3898,TFYR Macedonia,2002,female,50.0,945126.0,5.290299917682933
3899,TFYR Macedonia,2002,male,99.0,950171.0,10.419177179686605
3900,TFYR Macedonia,2003,female,40.0,949897.0,4.210982874985393
3901,TFYR Macedonia,2003,male,97.0,954226.0,10.16530675123084
3902,TFYR Macedonia,2004,female,57.0,953939.0,5.975224830937827
3903,TFYR Macedonia,2004,male,122.0,957800.0,12.737523491334308
3904,TFYR Macedonia,2005,female,41.0,957524.0,4.2818770077825725
3905,TFYR Macedonia,2005,male,102.0,960947.0,10.614529209207168
3906,TFYR Macedonia,2006,female,42.0,960909.0,4.370861340668055
3907,TFYR Macedonia,2006,male,124.0,963771.0,12.866126911890895
3908,TFYR Macedonia,2007,female,45.0,963525.0,4.670351054720946
3909,TFYR Macedonia,2007,male,114.0,965903.0,11.80242736589492
3910,TFYR Macedonia,2008,female,45.0,965682.0,4.659919103804358
3911,TFYR Macedonia,2008,male,116.0,967722.0,11.986913597086767
3912,TFYR Macedonia,2009,female,42.0,967820.0,4.339649934905251
3913,TFYR Macedonia,2009,male,125.0,969584.0,12.89212693278767
