,country,year,sex,suicides_no,population,suirate
0,Antigua and Barbuda,1987,female,0.0,31185.0,0.0
1,Antigua and Barbuda,1987,male,0.0,29076.0,0.0
2,Antigua and Barbuda,1988,female,0.0,30851.0,0.0
3,Antigua and Barbuda,1988,male,0.0,28713.0,0.0
4,Antigua and Barbuda,1989,female,0.0,30692.0,0.0
5,Antigua and Barbuda,1989,male,0.0,28546.0,0.0
6,Antigua and Barbuda,1990,female,0.0,30729.0,0.0
7,Antigua and Barbuda,1990,male,1.0,28605.0,3.4958923265163433
8,Antigua and Barbuda,1991,female,0.0,31236.0,0.0
9,Antigua and Barbuda,1991,male,0.0,29158.0,0.0
10,Antigua and Barbuda,1992,female,0.0,31851.0,0.0
11,Antigua and Barbuda,1992,male,0.0,29890.0,0.0
12,Antigua and Barbuda,1993,female,0.0,32590.0,0.0
13,Antigua and Barbuda,1993,male,1.0,30725.0,3.254678600488202
14,Antigua and Barbuda,1994,female,0.0,33465.0,0.0
15,Antigua and Barbuda,1994,male,0.0,31579.0,0.0
16,Antigua and Barbuda,1995,female,0.0,34464.0,0.0
17,Antigua and Barbuda,1995,male,0.0,32382.0,0.0
18,Antigua and Barbuda,1998,female,0.0,38056.0,0.0
19,Antigua and Barbuda,1998,male,0.0,34169.0,0.0
20,Antigua and Barbuda,1999,female,0.0,39159.0,0.0
21,Antigua and Barbuda,1999,male,0.0,34673.0,0.0
22,Antigua and Barbuda,2000,female,0.0,40089.0,0.0
23,Antigua and Barbuda,2000,male,2.0,35237.0,5.675852087294605
24,Antigua and Barbuda,2001,female,0.0,40681.0,0.0
25,Antigua and Barbuda,2001,male,2.0,35816.0,5.584096493187403
26,Antigua and Barbuda,2002,female,0.0,41116.0,0.0
27,Antigua and Barbuda,2002,male,0.0,36472.0,0.0
28,Antigua and Barbuda,2003,female,0.0,41474.0,0.0
29,Antigua and Barbuda,2003,male,1.0,37184.0,2.689328743545611
30,Antigua and Barbuda,2004,female,0.0,41837.0,0.0
31,Antigua and Barbuda,2004,male,2.0,37885.0,5.279134221987594
32,Antigua and Barbuda,2005,female,0.0,42258.0,0.0
33,Antigua and Barbuda,2005,male,0.0,38551.0,0.0
34,Antigua and Barbuda,2006,female,0.0,42774.0,0.0
35,Antigua and Barbuda,2006,male,0.0,39199.0,0.0
36,Antigua and Barbuda,2007,female,0.0,43358.0,0.0
37,Antigua and Barbuda,2007,male,1.0,39773.0,2.5142684735876095
38,Antigua and Barbuda,2008,female,0.0,43987.0,0.0
39,Antigua and Barbuda,2008,male,0.0,40286.0,0.0
40,Antigua and Barbuda,2009,female,0.0,44623.0,0.0
41,Antigua and Barbuda,2009,male,0.0,40782.0,0.0
42,Antigua and Barbuda,2012,female,0.0,46381.0,0.0
43,Antigua and Barbuda,2012,male,0.0,42322.0,0.0
44,Antigua and Barbuda,2013,female,0.0,46919.0,0.0
45,Antigua and Barbuda,2013,male,0.0,42860.0,0.0
46,Antigua and Barbuda,2014,female,0.0,47455.0,0.0
47,Antigua and Barbuda,2014,male,0.0,43382.0,0.0
48,Antigua and Barbuda,2015,female,1.0,47990.0,2.083767451552407
49,Antigua and Barbuda,2015,male,0.0,43899.0,0.0
50,Argentina,1987,female,686.0,13947900.0,4.918303113730382
51,Argentina,1987,male,1600.0,13651500.0,11.720323773944255
52,Argentina,1988,female,665.0,14324000.0,4.642557944708182
53,Argentina,1988,male,1689.0,13984000.0,12.078089244851258
54,Argentina,1989,female,606.0,14529000.0,4.170968408011563
55,Argentina,1989,male,1641.0,14173000.0,11.578353206801665
56,Argentina,1990,female,595.0,14732000.0,4.038827043171327
57,Argentina,1990,male,1545.0,14359100.0,10.759727280957721
58,Argentina,1991,female,499.0,15133000.0,3.297429458798652
59,Argentina,1991,male,1452.0,14490000.0,10.020703933747413
60,Argentina,1992,female,504.0,15361300.0,3.2809723135411715
61,Argentina,1992,male,1680.0,14684100.0,11.440946329703557
62,Argentina,1993,female,493.0,15584000.0,3.1635010266940453
63,Argentina,1993,male,1737.0,14893500.0,11.66280592204653
64,Argentina,1994,female,510.0,15806800.0,3.226459498443708
65,Argentina,1994,male,1731.0,15104400.0,11.460236752204656
66,Argentina,1995,female,504.0,16029500.0,3.144202875947472
67,Argentina,1995,male,1700.0,15315900.0,11.099576257353469
68,Argentina,1996,female,532.0,16252800.0,3.2732821421539673
69,Argentina,1996,male,1697.0,15527900.0,10.928715409037926
70,Argentina,1997,female,539.0,16568735.0,3.253114978300999
71,Argentina,1997,male,1645.0,15765046.0,10.434476372603037
72,Argentina,1998,female,526.0,16789196.0,3.1329671772251633
73,Argentina,1998,male,1821.0,15968063.0,11.404013122944217
74,Argentina,1999,female,493.0,17006298.0,2.8989260331672417
75,Argentina,1999,male,1930.0,16168564.0,11.936743423843948
76,Argentina,2000,female,550.0,17219345.0,3.194082004861393
77,Argentina,2000,male,2224.0,16366188.0,13.588992134270974
78,Argentina,2001,female,676.0,17438298.0,3.8765251058331494
79,Argentina,2001,male,2456.0,16572648.0,14.819599137084188
80,Argentina,2002,female,703.0,17642501.0,3.9846958206208973
81,Argentina,2002,male,2459.0,16765006.0,14.667456725037855
82,Argentina,2003,female,684.0,17837389.0,3.834641942270811
83,Argentina,2003,male,2605.0,16948518.0,15.370075424883757
84,Argentina,2004,female,654.0,18031399.0,3.627006423628028
85,Argentina,2004,male,2467.0,17131546.0,14.40033491431538
86,Argentina,2005,female,664.0,18230599.0,3.6422281023240104
87,Argentina,2005,male,2394.0,17320018.0,13.822156535865032
88,Argentina,2006,female,612.0,18420650.0,3.3223583315463894
89,Argentina,2006,male,2496.0,17498236.0,14.264294983791508
90,Argentina,2007,female,600.0,18624255.0,3.2216053742820856
91,Argentina,2007,male,2346.0,17691237.0,13.260802509174457
92,Argentina,2008,female,611.0,18838032.0,3.2434385927362266
93,Argentina,2008,male,2448.0,17895488.0,13.679425785985831
94,Argentina,2009,female,584.0,19054705.0,3.064859833831067
95,Argentina,2009,male,2300.0,18103296.0,12.70486877085808
96,Argentina,2010,female,566.0,19269234.0,2.9373248568157924
97,Argentina,2010,male,2377.0,18309220.0,12.982530113243492
98,Argentina,2011,female,583.0,19491572.0,2.991036330984489
99,Argentina,2011,male,2329.0,18524167.0,12.572765080340725
100,Argentina,2012,female,628.0,19708068.0,3.1865122446299656
101,Argentina,2012,male,2620.0,18733710.0,13.985483921764562
102,Argentina,2013,female,589.0,19920040.0,2.956821371844635
103,Argentina,2013,male,2398.0,18939085.0,12.661646536778308
104,Argentina,2014,female,687.0,20131806.0,3.4125105318420017
105,Argentina,2014,male,2544.0,19144749.0,13.288238983963696
106,Argentina,2015,female,604.0,20346129.0,2.9686236630073464
107,Argentina,2015,male,2469.0,19353495.0,12.757385681500939
108,Aruba,1987,female,0.0,28579.0,0.0
109,Aruba,1987,male,0.0,27010.0,0.0
110,Aruba,1990,female,0.0,29042.0,0.0
111,Aruba,1990,male,0.0,27712.0,0.0
112,Aruba,1995,female,0.0,37329.0,0.0
113,Aruba,1995,male,8.0,36252.0,22.067747986317997
114,Aruba,1999,female,0.0,42376.0,0.0
115,Aruba,1999,male,9.0,39558.0,22.751403003185196
116,Aruba,2000,female,4.0,43606.0,9.173049580332982
117,Aruba,2000,male,6.0,40282.0,14.894990318256292
118,Aruba,2001,female,0.0,44890.0,0.0
119,Aruba,2001,male,4.0,41155.0,9.719353662981412
120,Aruba,2002,female,0.0,46213.0,0.0
121,Aruba,2002,male,9.0,42071.0,21.392408072068648
122,Aruba,2003,female,0.0,47485.0,0.0
123,Aruba,2003,male,2.0,42972.0,4.654193428278879
124,Aruba,2004,female,1.0,48567.0,2.0590112627916075
125,Aruba,2004,male,7.0,43768.0,15.993419850118809
126,Aruba,2005,female,5.0,49359.0,10.129864867602667
127,Aruba,2005,male,5.0,44369.0,11.269129347066645
128,Aruba,2006,female,2.0,49793.0,4.016628843411724
129,Aruba,2006,male,7.0,44715.0,15.65470200156547
130,Aruba,2007,female,1.0,49941.0,2.002362788089946
131,Aruba,2007,male,7.0,44873.0,15.599581039823502
132,Aruba,2008,female,1.0,49900.0,2.004008016032064
133,Aruba,2008,male,3.0,44914.0,6.679431803001291
134,Aruba,2009,female,0.0,49854.0,0.0
135,Aruba,2009,male,4.0,44941.0,8.900558510046505
136,Aruba,2010,female,1.0,49943.0,2.0022826021664697
137,Aruba,2010,male,6.0,45063.0,13.314692763464484
138,Aruba,2011,female,2.0,50185.0,3.985254558134901
139,Aruba,2011,male,7.0,45303.0,15.451515352184183
140,Aruba,2012,female,2.0,50581.0,3.9540538937545717
141,Aruba,2012,male,1.0,45634.0,2.1913485559013015
142,Aruba,2013,female,1.0,51083.0,1.957598418260478
143,Aruba,2013,male,1.0,46027.0,2.1726377995524366
144,Aruba,2014,female,2.0,51575.0,3.877847794474067
145,Aruba,2014,male,3.0,46413.0,6.463706289186219
146,Aruba,2015,female,2.0,51989.0,3.8469676277674125
147,Aruba,2015,male,7.0,46723.0,14.981914688697216
148,Australia,1987,female,437.0,7549000.0,5.7888462047953375
149,Australia,1987,male,1727.0,7497500.0,23.034344781593866
150,Australia,1988,female,460.0,7682300.0,5.9877901149395365
151,Australia,1988,male,1712.0,7629800.0,22.438333901281815
152,Australia,1989,female,424.0,7820100.0,5.421925550824159
153,Australia,1989,male,1642.0,7750500.0,21.185729952906264
154,Australia,1990,female,444.0,7940900.0,5.591305771386115
155,Australia,1990,male,1758.0,7866100.0,22.349067517575417
156,Australia,1991,female,482.0,8049100.0,5.988247133219863
157,Australia,1991,male,1806.0,7963000.0,22.679894512118548
158,Australia,1992,female,465.0,8148600.0,5.706501730358589
159,Australia,1992,male,1786.0,8054900.0,22.172838893096127
160,Australia,1993,female,398.0,8234300.0,4.833440608187702
161,Australia,1993,male,1640.0,8135700.0,20.158068758680876
162,Australia,1994,female,418.0,8325900.0,5.02047826661382
163,Australia,1994,male,1865.0,8223500.0,22.67890800753937
164,Australia,1995,female,459.0,8442000.0,5.437100213219616
165,Australia,1995,male,1711.0,8324300.0,20.554280840431026
166,Australia,1996,female,460.0,8572400.0,5.366058513368485
167,Australia,1996,male,1966.0,8442700.0,23.286389425183888
168,Australia,1997,female,557.0,8683543.0,6.414432449980382
169,Australia,1997,male,2089.0,8537757.0,24.46778468864832
170,Australia,1998,female,524.0,8789173.0,5.961880600142925
171,Australia,1998,male,2108.0,8632557.0,24.419184257920335
172,Australia,1999,female,489.0,8903984.0,5.49192361531647
173,Australia,1999,male,1999.0,8737718.0,22.87782691087078
174,Australia,2000,female,505.0,9024949.0,5.5955994875982125
175,Australia,2000,male,1886.0,8849461.0,21.312032450337934
176,Australia,2001,female,522.0,9157730.0,5.7001025363272335
177,Australia,2001,male,1936.0,8973153.0,21.575470740329514
178,Australia,2002,female,506.0,9268481.0,5.459362758579318
179,Australia,2002,male,1813.0,9101577.0,19.91962491774777
180,Australia,2003,female,471.0,9382862.0,5.019790336892944
181,Australia,2003,male,1685.0,9225167.0,18.265252000316092
182,Australia,2004,female,442.0,9511351.0,4.647079053228085
183,Australia,2004,male,1672.0,9343200.0,17.895367754088536
184,Australia,2005,female,486.0,9513266.0,5.108655639398709
185,Australia,2005,male,1685.5,9338388.0,18.049153665493446
186,Australia,2006,female,494.0,9641316.0,5.123781857165557
187,Australia,2006,male,1623.0,9467930.0,17.142078574725414
188,Australia,2007,female,530.0,9945972.0,5.328790388712134
189,Australia,2007,male,1699.0,9788458.0,17.35717719787938
190,Australia,2008,female,508.0,10131802.0,5.013915589744055
191,Australia,2008,male,1833.0,9988510.0,18.35108539712129
192,Australia,2009,female,552.0,10329158.0,5.344094842967839
193,Australia,2009,male,1785.0,10200159.0,17.499727210134665
194,Australia,2010,female,553.0,10491256.0,5.271056201469109
195,Australia,2010,male,1867.0,10356291.0,18.027689642942633
196,Australia,2011,female,580.0,10512203.0,5.517397257263773
197,Australia,2011,male,1812.0,10369707.0,17.47397491558826
198,Australia,2012,female,650.0,10690641.0,6.080084440212706
199,Australia,2012,male,1930.0,10548268.0,18.296842666492736
200,Australia,2013,female,664.0,10873968.0,6.106326595774422
201,Australia,2013,male,1944.0,10726212.0,18.123826006795316
202,Australia,2014,female,709.0,11046550.0,6.418293494348914
203,Australia,2014,male,2182.0,10881037.0,20.05323573479256
204,Australia,2015,female,735.0,11201512.0,6.561614182085418
205,Australia,2015,male,2292.0,11039273.0,20.76223678860012
206,Austria,1987,female,624.0,3752067.0,16.630833084803655
207,Austria,1987,male,1445.0,3377939.0,42.7775634787958
208,Austria,1988,female,529.0,3754574.0,14.08948125672846
209,Austria,1988,male,1322.0,3389836.0,38.998936821722346
210,Austria,1989,female,585.0,3765532.0,15.535653395058121
211,Austria,1989,male,1313.0,3412134.0,38.480317595967804
212,Austria,1990,female,541.0,3785073.0,14.29298721583441
213,Austria,1990,male,1284.0,3446280.0,37.25756467843588
214,Austria,1991,female,470.0,3812047.0,12.329333819861088
215,Austria,1991,male,1299.0,3487681.0,37.24537880614655
216,Austria,1992,female,477.0,3844533.0,12.407228654299495
217,Austria,1992,male,1282.0,3530835.0,36.308691853343475
218,Austria,1993,female,460.0,3868844.0,11.889856504940495
219,Austria,1993,male,1244.0,3564725.0,34.89750261240348
220,Austria,1994,female,491.0,3879372.0,12.65668773193187
221,Austria,1994,male,1285.0,3583180.0,35.861999676265214
222,Austria,1995,female,455.0,3884513.0,11.713180004803691
223,Austria,1995,male,1333.0,3592517.0,37.10490444443269
224,Austria,1996,female,443.0,3891584.0,11.38353945334342
225,Austria,1996,male,1336.0,3602122.0,37.089249059304485
226,Austria,1997,female,417.0,3899564.0,10.693503171123746
227,Austria,1997,male,1175.0,3613025.0,32.521225289058336
228,Austria,1998,female,382.0,3908154.0,9.774435705450706
229,Austria,1998,male,1177.0,3625365.0,32.46569655745008
230,Austria,1999,female,429.0,3919903.0,10.944148362854897
231,Austria,1999,male,1126.0,3641706.0,30.919574507112873
232,Austria,2000,female,432.0,3932182.0,10.986266658053976
233,Austria,2000,male,1156.0,3659891.0,31.585640118790423
234,Austria,2001,female,408.0,3949662.0,10.329997858044562
235,Austria,2001,male,1081.0,3684898.0,29.33595448232217
236,Austria,2002,female,363.0,3968970.0,9.14594970483526
237,Austria,2002,male,1190.0,3714192.0,32.03926991388706
238,Austria,2003,female,388.0,3985088.0,9.736296914898743
239,Austria,2003,male,1068.0,3736945.0,28.579494747715046
240,Austria,2004,female,346.0,4008915.0,8.630764184324187
241,Austria,2004,male,1076.0,3764190.0,28.585167061173852
242,Austria,2005,female,350.0,4032829.0,8.67877115543456
243,Austria,2005,male,1049.0,3794632.0,27.644314389379524
244,Austria,2006,female,297.0,4051115.0,7.331314958968086
245,Austria,2006,male,1000.0,3818154.0,26.190667008192964
246,Austria,2007,female,317.0,4064372.0,7.799482921346766
247,Austria,2007,male,968.0,3832900.0,25.255028829345925
248,Austria,2008,female,304.0,4077800.0,7.455000245230271
249,Austria,2008,male,963.0,3847458.0,25.029512992734425
250,Austria,2009,female,306.0,4087694.0,7.485883238813864
251,Austria,2009,male,972.0,3859200.0,25.186567164179106
252,Austria,2010,female,294.0,4097737.0,7.1746917871986415
253,Austria,2010,male,970.0,3870684.0,25.060170243812205
254,Austria,2011,female,313.0,4109664.0,7.616194413947223
255,Austria,2011,male,975.0,3885482.0,25.093411834104494
256,Austria,2012,female,289.0,4124932.0,7.006176101812103
257,Austria,2012,male,987.0,3906344.0,25.26659198473048
258,Austria,2013,female,324.0,4145640.0,7.815439835586303
259,Austria,2013,male,967.0,3933975.0,24.580735769800267
260,Austria,2014,female,324.0,4172127.0,7.765823044217014
261,Austria,2014,male,990.0,3969038.0,24.94307184763663
262,Austria,2015,female,290.0,4201798.0,6.901807273933683
263,Austria,2015,male,961.0,4017588.0,23.919824531534843
264,Austria,2016,female,297.0,4241056.0,7.002972844499106
265,Austria,2016,male,907.0,4078155.0,22.240449418916153
266,Azerbaijan,1987,female,86.0,3107200.0,2.767765190525232
267,Azerbaijan,1987,male,168.0,2906700.0,5.779750232222107
268,Azerbaijan,1988,female,81.0,3153100.0,2.568900447178967
269,Azerbaijan,1988,male,151.0,2953200.0,5.113097656779087
270,Azerbaijan,1989,female,73.0,3152800.0,2.315402182187262
271,Azerbaijan,1989,male,146.0,2958400.0,4.935100054083288
272,Azerbaijan,1990,female,25.0,3174100.0,0.7876248385369081
273,Azerbaijan,1990,male,89.0,2982700.0,2.9838736715056826
274,Azerbaijan,1991,female,32.0,3241000.0,0.9873495834618945
275,Azerbaijan,1991,male,102.0,3049600.0,3.344700944386149
276,Azerbaijan,1992,female,38.0,3277100.0,1.1595618076958287
277,Azerbaijan,1992,male,106.0,3093300.0,3.426761064235606
278,Azerbaijan,1993,female,36.0,3307200.0,1.0885341074020318
279,Azerbaijan,1993,male,83.0,3135400.0,2.647190151176883
280,Azerbaijan,1994,female,19.0,3341200.0,0.5686579671974141
281,Azerbaijan,1994,male,28.0,3180000.0,0.8805031446540881
282,Azerbaijan,1995,female,7.0,3378500.0,0.20719254106852153
283,Azerbaijan,1995,male,42.0,3227400.0,1.3013571295779884
284,Azerbaijan,1996,female,13.0,3404200.0,0.3818812055695905
285,Azerbaijan,1996,male,56.0,3263900.0,1.7157388400379914
286,Azerbaijan,1997,female,21.0,3423400.0,0.6134252497517089
287,Azerbaijan,1997,male,86.0,3287800.0,2.6157308838737148
288,Azerbaijan,1998,female,15.0,3600000.0,0.4166666666666667
289,Azerbaijan,1998,male,41.0,3444400.0,1.1903379398443852
290,Azerbaijan,1999,female,10.0,3639100.0,0.2747932181033772
291,Azerbaijan,1999,male,44.0,3467300.0,1.268998932887261
292,Azerbaijan,2000,female,16.0,3812650.0,0.4196556201067499
293,Azerbaijan,2000,male,46.0,3602600.0,1.2768556042857937
294,Azerbaijan,2001,female,81.0,3861100.0,2.0978477635906865
295,Azerbaijan,2001,male,236.0,3656900.0,6.4535535562908475
296,Azerbaijan,2002,female,19.0,3902100.0,0.4869173009405192
297,Azerbaijan,2002,male,73.0,3703600.0,1.9710551895453072
298,Azerbaijan,2003,female,36.0,3933800.0,0.9151456606843256
299,Azerbaijan,2003,male,93.0,3740600.0,2.486232155269208
300,Azerbaijan,2004,female,30.0,3962800.0,0.7570404764308065
301,Azerbaijan,2004,male,78.0,3775450.0,2.06597888993365
302,Azerbaijan,2005,female,22.0,3992450.0,0.5510400881664141
303,Azerbaijan,2005,male,59.5,3811150.0,1.5612085590963358
304,Azerbaijan,2007,female,14.0,4045150.0,0.3460934699578508
305,Azerbaijan,2007,male,41.0,3875950.0,1.0578051832453979
306,Bahamas,1987,female,0.0,111800.0,0.0
307,Bahamas,1987,male,3.0,109100.0,2.749770852428964
308,Bahamas,1993,female,1.0,124300.0,0.8045052292839904
309,Bahamas,1993,male,6.0,119200.0,5.033557046979865
310,Bahamas,1994,female,0.0,127400.0,0.0
311,Bahamas,1994,male,3.0,121900.0,2.4610336341263332
312,Bahamas,1995,female,0.0,129900.0,0.0
313,Bahamas,1995,male,2.0,124600.0,1.6051364365971108
314,Bahamas,1996,female,0.0,128566.0,0.0
315,Bahamas,1996,male,3.0,123872.0,2.421854817876518
316,Bahamas,1997,female,0.0,130783.0,0.0
317,Bahamas,1997,male,2.0,125173.0,1.5977886604938765
318,Bahamas,1998,female,0.0,133352.0,0.0
319,Bahamas,1998,male,3.0,126773.0,2.366434493149172
320,Bahamas,1999,female,1.0,136118.0,0.7346566949264609
321,Bahamas,1999,male,5.0,128673.0,3.8858190918063618
322,Bahamas,2000,female,2.0,138914.0,1.4397396950631325
323,Bahamas,2000,male,9.0,130824.0,6.879471656576775
324,Bahamas,2001,female,0.0,142276.0,0.0
325,Bahamas,2001,male,1.0,133864.0,0.7470268332038487
326,Bahamas,2002,female,0.0,145529.0,0.0
327,Bahamas,2002,male,3.0,137026.0,2.1893655218717614
328,Bahamas,2003,female,0.0,148672.0,0.0
329,Bahamas,2003,male,1.0,140216.0,0.7131853711416671
330,Bahamas,2004,female,0.0,151804.0,0.0
331,Bahamas,2004,male,2.0,143433.0,1.3943792572141698
332,Bahamas,2005,female,1.0,155050.0,0.6449532408900355
333,Bahamas,2005,male,3.0,146713.0,2.044808571837533
334,Bahamas,2006,female,0.0,158425.0,0.0
335,Bahamas,2006,male,2.0,150074.0,1.3326758798992497
336,Bahamas,2007,female,1.0,161703.0,0.6184177164307403
337,Bahamas,2007,male,4.0,153286.0,2.6095011938467962
338,Bahamas,2008,female,0.0,164978.0,0.0
339,Bahamas,2008,male,4.0,156469.0,2.556416926036467
340,Bahamas,2009,female,1.0,168210.0,0.5944949765174484
341,Bahamas,2009,male,5.0,159603.0,3.132773193486338
342,Bahamas,2010,female,4.0,171279.0,2.3353709444823942
343,Bahamas,2010,male,6.0,162590.0,3.6902638538655514
344,Bahamas,2011,female,1.0,173555.0,0.5761862233873988
345,Bahamas,2011,male,3.0,164828.0,1.8200791127721019
346,Bahamas,2012,female,1.0,176161.0,0.5676625359756132
347,Bahamas,2012,male,4.0,167397.0,2.3895290835558582
348,Bahamas,2013,female,1.0,178883.0,0.559024613853748
349,Bahamas,2013,male,4.0,170076.0,2.351889743408829
350,Bahrain,1987,female,2.0,146300.0,1.367053998632946
351,Bahrain,1987,male,7.0,217600.0,3.2169117647058822
352,Bahrain,1988,female,1.0,158300.0,0.6317119393556538
353,Bahrain,1988,male,13.0,231400.0,5.617977528089888
354,Bahrain,1997,female,0.0,222442.0,0.0
355,Bahrain,1997,male,0.0,307312.0,0.0
356,Bahrain,1998,female,0.0,230002.0,0.0
357,Bahrain,1998,male,0.0,316006.0,0.0
358,Bahrain,1999,female,3.0,238268.0,1.259086406903151
359,Bahrain,1999,male,14.0,327494.0,4.274887478854574
360,Bahrain,2000,female,1.0,247589.0,0.40389516497098016
361,Bahrain,2000,male,28.0,343005.0,8.163146309820556
362,Bahrain,2001,female,3.0,258965.0,1.1584577066398933
363,Bahrain,2001,male,20.0,365118.0,5.477681187999496
364,Bahrain,2002,female,7.0,270783.0,2.585095814729876
365,Bahrain,2002,male,18.0,390227.0,4.612699787559548
366,Bahrain,2003,female,5.0,283695.0,1.7624561589030472
367,Bahrain,2003,male,29.0,419218.0,6.917641895147632
368,Bahrain,2004,female,7.0,298453.0,2.3454279233246105
369,Bahrain,2004,male,35.0,453106.0,7.724461825709658
370,Bahrain,2005,female,7.0,321386.0,2.178066250552295
371,Bahrain,2005,male,35.0,498154.0,7.025939769629472
372,Bahrain,2006,female,11.0,344827.0,3.190005423009219
373,Bahrain,2006,male,17.0,543716.0,3.126632285972824
374,Bahrain,2007,female,6.0,370492.0,1.619468166654071
375,Bahrain,2007,male,34.0,594278.0,5.721228112095686
376,Bahrain,2008,female,8.0,387804.0,2.0628977524728986
377,Bahrain,2008,male,35.0,636306.0,5.50049818797874
378,Bahrain,2009,female,6.0,404387.0,1.4837272216960486
379,Bahrain,2009,male,30.0,688535.0,4.357076982288482
380,Bahrain,2010,female,4.0,420247.0,0.951821190871083
381,Bahrain,2010,male,15.0,718913.0,2.086483343603468
382,Bahrain,2011,female,6.0,408660.0,1.4682131845543973
383,Bahrain,2011,male,12.0,694802.0,1.7271107452195014
384,Bahrain,2012,female,1.0,445327.0,0.22455409171238214
385,Bahrain,2012,male,18.0,756451.0,2.3795328448240536
386,Bahrain,2013,female,0.0,453706.0,0.0
387,Bahrain,2013,male,5.0,760786.0,0.6572150381316165
388,Bahrain,2014,female,1.0,458879.0,0.2179223716927556
389,Bahrain,2014,male,8.0,755087.0,1.0594805631668933
390,Barbados,1987,female,2.0,123600.0,1.6181229773462784
391,Barbados,1987,male,4.0,110100.0,3.6330608537693005
392,Barbados,1988,female,1.0,124100.0,0.8058017727639001
393,Barbados,1988,male,11.0,110700.0,9.93676603432701
394,Barbados,1989,female,4.0,123000.0,3.252032520325203
395,Barbados,1989,male,12.0,113000.0,10.619469026548673
396,Barbados,1990,female,3.0,124000.0,2.4193548387096775
397,Barbados,1990,male,13.0,113000.0,11.504424778761061
398,Barbados,1991,female,4.0,124000.0,3.225806451612903
399,Barbados,1991,male,13.0,113000.0,11.504424778761061
400,Barbados,1992,female,3.0,126000.0,2.380952380952381
401,Barbados,1992,male,11.0,114000.0,9.649122807017545
402,Barbados,1993,female,1.0,124800.0,0.8012820512820513
403,Barbados,1993,male,15.0,114800.0,13.066202090592334
404,Barbados,1994,female,4.0,125100.0,3.1974420463629096
405,Barbados,1994,male,10.0,115200.0,8.680555555555555
406,Barbados,1995,female,5.0,125400.0,3.9872408293460926
407,Barbados,1995,male,12.0,115800.0,10.362694300518134
408,Barbados,2000,female,2.0,131011.0,1.5265893703582143
409,Barbados,2000,male,8.0,120122.0,6.659895772631159
410,Barbados,2001,female,0.0,131704.0,0.0
411,Barbados,2001,male,2.0,120702.0,1.656973372437905
412,Barbados,2002,female,0.0,132226.0,0.0
413,Barbados,2002,male,0.0,121127.0,0.0
414,Barbados,2003,female,0.0,132648.0,0.0
415,Barbados,2003,male,0.0,121474.0,0.0
416,Barbados,2004,female,0.0,133086.0,0.0
417,Barbados,2004,male,3.0,121839.0,2.462265776967966
418,Barbados,2005,female,0.0,133597.0,0.0
419,Barbados,2005,male,1.0,122292.0,0.8177149772675236
420,Barbados,2006,female,0.0,134124.0,0.0
421,Barbados,2006,male,9.0,122759.0,7.3314380208375765
422,Barbados,2007,female,0.0,134747.0,0.0
423,Barbados,2007,male,0.0,123336.0,0.0
424,Barbados,2008,female,1.0,135437.0,0.7383506722682871
425,Barbados,2008,male,0.0,123977.0,0.0
426,Barbados,2009,female,0.0,136113.0,0.0
427,Barbados,2009,male,5.0,124605.0,4.0126800690180975
428,Barbados,2010,female,0.0,136752.0,0.0
429,Barbados,2010,male,3.0,125175.0,2.396644697423607
430,Barbados,2011,female,0.0,137410.0,0.0
431,Barbados,2011,male,0.0,125793.0,0.0
432,Barbados,2012,female,0.0,137992.0,0.0
433,Barbados,2012,male,0.0,126278.0,0.0
434,Barbados,2013,female,0.0,138491.0,0.0
435,Barbados,2013,male,0.0,126674.0,0.0
436,Belgium,1987,female,695.0,4769600.0,14.571452532707145
437,Belgium,1987,male,1543.0,4521700.0,34.124333768273
438,Belgium,1988,female,643.0,4782600.0,13.444569899218
439,Belgium,1988,male,1353.0,4536700.0,29.823439945334716
440,Belgium,1989,female,582.0,4796700.0,12.133341672399775
441,Belgium,1989,male,1338.0,4552500.0,29.390444810543656
442,Belgium,1990,female,592.0,4806000.0,12.31793591344153
443,Belgium,1990,male,1303.0,4563700.0,28.55139470166751
444,Belgium,1991,female,527.0,4818100.0,10.93792158734771
445,Belgium,1991,male,1278.0,4578500.0,27.913071966801354
446,Belgium,1992,female,565.0,4832700.0,11.691187121071037
447,Belgium,1992,male,1313.0,4595400.0,28.572050311180746
448,Belgium,1993,female,590.0,4849300.0,12.166704472810508
449,Belgium,1993,male,1552.0,4613600.0,33.639674007282814
450,Belgium,1994,female,588.0,4865900.0,12.084095439692554
451,Belgium,1994,male,1543.0,4631500.0,33.31534060239663
452,Belgium,1995,female,605.0,4882300.0,12.391700632898429
453,Belgium,1995,male,1550.0,4644800.0,33.37065105063727
454,Belgium,1996,female,555.0,4898542.0,11.329901836097353
455,Belgium,1996,male,1458.0,4659003.0,31.294249005634896
456,Belgium,1997,female,595.0,4907982.0,12.123108845957463
457,Belgium,1997,male,1551.0,4668241.0,33.224505761377785
458,Belgium,1998,female,557.0,4930419.0,11.297214293551928
459,Belgium,1998,male,1462.0,4690578.0,31.168866608763356
460,Belgium,1999,female,496.0,4943885.0,10.032595822920639
461,Belgium,1999,male,1361.0,4704392.0,28.930412261563237
462,Belgium,2000,female,617.0,4956727.0,12.447730125141046
463,Belgium,2000,male,1526.0,4717298.0,32.3490269217675
464,Belgium,2001,female,583.0,4974251.0,11.720357497038247
