,country,year,suicides_no,population,suirate,sexratio,ssdiff
547,Ecuador,2000,534.0,11109383.0,4.80674759345321,100.0813156896597,3.740675961320765
548,Ecuador,2001,584.0,11328328.0,5.155217963321683,100.02959391707276,3.7766138697464786
549,Ecuador,2002,577.0,11548770.0,4.996203058853887,99.98226808201082,3.758861988346133
550,Ecuador,2003,675.0,11771002.0,5.734431104505802,99.93766280708286,3.9284756913168772
551,Ecuador,2004,791.0,11994153.0,6.594880021957366,99.89362141824331,5.326279257158683
552,Ecuador,2005,943.0,12217643.0,7.718346329156941,99.84844901098462,6.9361225966535445
553,Ecuador,2006,900.0,12449374.0,7.2292791589360235,99.80063868803502,4.898211341647947
554,Ecuador,2007,1005.0,12677354.0,7.927521784119936,99.75293535020863,7.229327767251445
555,Ecuador,2008,928.0,12903183.0,7.192023859539154,99.7060093120525,6.500210587648459
556,Ecuador,2009,964.0,13130161.0,7.341874939690381,99.66149200504668,7.244933888534939
557,Ecuador,2010,912.0,13360285.0,6.826201686565818,99.61987866776893,6.073794461845477
558,Ecuador,2011,918.0,13583553.0,6.758172916909148,99.57666433594278,5.770934833912139
559,Ecuador,2012,976.0,13815861.0,7.064344379260909,99.54047169496576,6.488919362247259
560,Ecuador,2013,676.0,14054613.0,4.809808708357889,99.50965125235322,4.349650874362581
561,Ecuador,2014,734.0,14295145.0,5.134610386953053,99.482355863424,5.622991442842211
562,Ecuador,2015,1073.0,14534024.0,7.382676676466201,99.45693568011629,7.484857669553712
563,El Salvador,1990,571.0,4510552.0,12.659204461006103,94.07268703133525,8.718344408724812
564,El Salvador,1991,474.0,4576985.0,10.35616240822288,93.85469702109961,7.9182329617917855
565,El Salvador,1992,419.0,4591600.0,9.125359351859919,94.69131614654003,5.946792283028218
566,El Salvador,1993,424.0,4694300.0,9.032230577508894,94.68729263437292,5.609711146938512
567,El Salvador,1995,620.0,4836397.0,12.819460437180819,92.90171196187592,9.889106065219854
568,El Salvador,1996,540.0,4892391.0,11.0375478983589,92.63581275027464,9.196819907991717
569,El Salvador,1997,577.0,4949302.0,11.658209581876394,92.348352741234,8.254756276588328
570,El Salvador,1998,512.0,5006338.0,10.227036208901596,92.04667424162797,7.971733075522329
571,El Salvador,1999,515.0,5062759.0,10.172319085305068,91.73820108208665,7.88350105256248
572,El Salvador,2000,461.0,5118189.0,9.007092157011005,91.43170894178978,7.73830842226545
573,El Salvador,2001,514.0,5175094.0,9.932186739023484,91.13680566892235,9.056398036247874
574,El Salvador,2002,436.0,5230458.0,8.33579009715784,90.82897164960302,7.395159813304124
575,El Salvador,2003,527.0,5283542.0,9.974369466543466,90.51427809058146,10.444637436787513
576,El Salvador,2004,464.0,5333170.0,8.700266445659897,90.1992552757837,9.697647198274568
577,El Salvador,2005,455.0,5378879.0,8.459011626772046,89.8882497162556,9.06958167603551
578,El Salvador,2006,411.0,5429044.0,7.5703936088932045,89.60329960850326,7.298982897358205
579,El Salvador,2007,501.0,5467861.0,9.162632334655179,89.30598274737464,11.202889383243752
580,El Salvador,2008,490.0,5499287.0,8.910246000981582,89.00712339915988,10.454861232425213
581,El Salvador,2009,506.0,5528910.0,9.151894315516078,88.71835656369305,11.263035558433547
582,El Salvador,2010,399.0,5560453.0,7.175674356028187,88.4464936895902,8.428925848910588
583,El Salvador,2011,485.0,5585785.0,8.682754527787948,88.17202671027198,10.046730992121352
584,El Salvador,2012,512.0,5618823.0,9.112228664259401,87.93992422628291,11.182005616207624
585,El Salvador,2013,484.0,5657250.0,8.555393521587344,87.74198879571343,11.347192616024834
586,El Salvador,2014,386.0,5696329.0,6.77629399565931,87.56217824292443,6.897802480569715
587,Estonia,1987,396.0,1426600.0,27.758306462918828,85.9973924380704,34.093753632045974
588,Estonia,1988,381.0,1438300.0,26.489605784606827,86.28416008289082,26.15199374181795
589,Estonia,1989,408.0,1446649.0,28.203109392810557,86.53609839942337,27.44036529015728
590,Estonia,1990,428.0,1449182.0,29.533902574003818,86.63577496278056,30.885674506235844
591,Estonia,1991,423.0,1445433.0,29.26458715139339,86.58813809840383,33.0195851402756
592,Estonia,1992,495.0,1424815.0,34.74135238609925,86.17634299572458,40.89797213013479
593,Estonia,1993,574.0,1395612.0,41.12890975428701,85.68695332852577,53.95220582952628
594,Estonia,1994,614.0,1373795.0,44.69371339974305,85.44273297526117,62.43168383780614
595,Estonia,1995,594.0,1356651.0,43.78428940088497,85.23235095336597,57.17338850063781
596,Estonia,1996,545.0,1342202.0,40.60491639857488,85.02463407304478,54.76348443510044
597,Estonia,1997,522.0,1331234.0,39.21173888287108,84.88128569206498,57.88058463711879
598,Estonia,1998,477.0,1321719.0,36.08936544000654,84.8090203738634,53.962767954715225
599,Estonia,1999,468.0,1313198.0,35.63819012822133,84.74539788833944,49.16917973512604
600,Estonia,2000,377.0,1334175.0,28.257162666067046,86.47923349476906,34.40947028132325
601,Estonia,2001,401.0,1325610.0,30.250224424981706,86.39060742407199,39.17645832836349
602,Estonia,2002,371.0,1316690.0,28.17671585566838,86.2796833773087,38.8417948476831
603,Estonia,2003,342.0,1307160.0,26.163591297163315,86.18921459704299,36.21138958287087
604,Estonia,2004,323.0,1297650.0,24.891149385427504,86.08703134074727,35.51612928361928
605,Estonia,2005,273.0,1288495.0,21.18750945870958,86.02128028181214,29.271311932101934
606,Estonia,2006,247.0,1278915.0,19.313245993674325,85.97936495241142,24.16093964087097
607,Estonia,2007,251.0,1270415.0,19.7573233943239,85.8989742314052,28.19070258567414
608,Estonia,2008,242.0,1264005.0,19.145493886495704,85.88718868798577,24.567615834280936
609,Estonia,2009,269.0,1259010.0,21.36599391585452,86.00332409972299,30.55277061010517
610,Estonia,2010,223.0,1254225.0,17.7799039247344,86.15998871960043,24.946649337244022
611,Estonia,2011,218.0,1249427.0,17.447998162357624,86.31729325326465,24.786482302188208
612,Estonia,2012,237.0,1251631.0,18.935293229394286,86.56861473700529,25.70980041283822
613,Estonia,2013,218.0,1243096.0,17.536859582847985,86.65581553883507,22.573008526362692
614,Estonia,2014,241.0,1241852.0,19.40649932520139,86.88517682468022,26.205004074490695
615,Estonia,2015,195.0,1243450.0,15.682174594877157,87.14987944263667,22.041124109839593
616,Fiji,2001,36.0,719459.0,5.003759769493467,102.96352090544661,5.414765201452201
617,Fiji,2002,42.0,723187.0,5.807626519835119,103.14298635670325,2.5864467746569826
618,Fiji,2003,10.0,725591.0,1.378186884897966,103.35443694280725,0.5059446071608302
619,Fiji,2004,24.0,728408.0,3.294856728646583,103.56087895750252,2.0819347455710178
620,Fiji,2005,22.0,732607.0,3.002974309554782,103.735107956884,2.6207494853042226
621,Fiji,2006,24.0,737759.0,3.253094845335672,103.88249436929156,1.5031964296106874
622,Fiji,2007,13.0,745055.0,1.744837629436753,103.981590993714,1.8116299069214452
623,Fiji,2008,37.0,753658.0,4.909388608626194,104.02993074994721,3.257174165696781
624,Fiji,2009,26.0,762403.0,3.410269896629473,104.02836689636716,3.014450802940436
625,Fiji,2011,38.0,776325.0,4.894857179660581,103.90755507927003,5.482138718976544
626,Fiji,2012,32.0,782939.0,4.087163878667432,103.76566424193527,2.91530397884307
627,Finland,1987,1363.0,4614100.0,29.539888602327647,93.28502010723861,35.34108581797247
628,Finland,1988,1402.0,4633600.0,30.257251381215468,93.36477068814422,37.16863748580765
629,Finland,1989,1413.0,4654300.0,30.35902283909503,93.46967618572558,37.457282542564684
630,Finland,1990,1512.0,4675100.0,32.3415541913542,93.60997225328198,39.56751851495446
631,Finland,1991,1493.0,4698500.0,31.776098754921783,93.74458785204733,39.85017589549998
632,Finland,1992,1451.0,4720900.0,30.73566480967612,93.90865029162902,38.4450632742726
633,Finland,1993,1397.0,4741000.0,29.466357308584687,94.02496419071005,36.23013511229744
634,Finland,1994,1387.0,4761600.0,29.128864247311828,94.1766576951309,34.24602324742133
635,Finland,1995,1388.0,4781300.0,29.029761780268963,94.2828118650955,34.03046758848019
636,Finland,1996,1247.0,4802200.0,25.967265003540046,94.38170410848006,29.9714197544318
637,Finland,1997,1322.0,4823200.0,27.40918892021894,94.49955641583999,32.84207816757764
638,Finland,1998,1228.0,4844673.0,25.347427989463892,94.60949541522106,30.15993029141455
639,Finland,1999,1207.0,4864255.0,24.813666224324177,94.7036109141984,30.194823614988792
640,Finland,2000,1165.0,4881820.0,23.864050702401972,94.81024256006538,25.09188545083047
641,Finland,2001,1204.0,4898983.0,24.57652945519509,94.93350193939413,28.322682648165262
642,Finland,2002,1095.0,4915614.0,22.27595576056216,95.05878412804734,23.643490670310307
643,Finland,2003,1075.0,4929856.0,21.805910760882266,95.1721008970261,23.60912636713232
644,Finland,2004,1064.0,4944765.0,21.517706099278733,95.26164922391159,23.70850452438966
645,Finland,2005,994.0,4961784.0,20.033117120777526,95.34528841849648,19.265511286549483
646,Finland,2006,1062.0,4979740.0,21.326414632089225,95.43275702515406,22.857806214169905
647,Finland,2007,995.0,4998853.0,19.90456610746505,95.52592701532767,21.206679543508137
648,Finland,2008,1033.0,5020096.0,20.577295732989967,95.65910132609123,23.593559417667674
649,Finland,2009,1034.0,5042316.0,20.506449813934708,95.78350233259754,20.248852230912433
650,Finland,2010,954.0,5063494.0,18.840745145545743,95.88227010933984,19.83912383981278
651,Finland,2011,912.0,5085985.0,17.93162976296627,95.9868057254828,20.719519391812053
652,Finland,2012,873.0,5110450.0,17.08264438552378,96.10713644324446,17.787426105218806
653,Finland,2013,887.0,5135433.0,17.27215601878167,96.23148854349284,18.000615878656564
654,Finland,2014,789.0,5159944.0,15.29086362177574,96.34325740043272,16.42814474297304
655,Finland,2015,731.0,5181797.0,14.107075209623225,96.45938416555707,15.373182011417565
656,France,1987,12161.0,51900800.0,23.43123805413404,94.36754748636827,20.692995796706132
657,France,1988,11599.0,52157600.0,22.23836986364403,94.33655752120065,19.98347014634026
658,France,1989,11715.0,52417900.0,22.3492356618636,94.36280780597053,20.28027302184258
659,France,1990,11403.0,52952900.0,21.53423136409904,94.2242093912074,20.005641486597668
660,France,1991,11502.0,53282900.0,21.586662888093553,94.25399660948979,19.836951314885624
661,France,1992,11644.0,53622300.0,21.71484624866893,94.2843995811579,20.839790047848485
662,France,1993,12251.0,53945400.0,22.7099993697331,94.29841306430583,21.634928105358167
663,France,1994,12041.0,54247100.0,22.19657825026591,94.29129134506904,22.349672868029906
664,France,1995,11819.0,54528500.0,21.67490394931091,94.28598914704929,21.06629900845666
665,France,1996,11279.0,54791600.0,20.585272195007995,94.29094210093331,19.72962922426561
666,France,1997,11139.0,55045500.0,20.2359865929095,94.29766506062371,19.585816889975817
667,France,1998,10534.0,55280700.0,19.05547505729848,94.30484525755259,19.252026170262695
668,France,1999,10268.0,55043393.0,18.654373286908385,93.76635660914994,17.881981230026973
669,France,2000,10849.0,55267624.0,19.62993741145811,93.78818184894216,19.738013696122326
670,France,2001,10449.0,55511272.0,18.82320405124206,93.81417023197778,18.770242926933413
671,France,2002,10643.0,55935517.0,19.02726670069037,93.80888295843,18.44355328336585
672,France,2003,10871.0,56360402.0,19.28836490555905,93.84205733880073,19.715811069189378
673,France,2004,10804.0,56813922.0,19.01646571768096,93.86830170431607,18.491824700806923
674,France,2005,10713.0,57160687.0,18.74190210485049,93.87883112142497,18.50398990323797
675,France,2006,10423.0,57824447.0,18.025248040850265,93.14701813558453,17.775473221777247
676,France,2007,10127.0,58167011.0,17.410212121781537,93.19354174973525,17.446608975851227
677,France,2008,10353.0,58482967.0,17.702590225971264,93.21572022197272,17.97103808151386
678,France,2009,10499.0,58770727.0,17.864335760216136,93.2416214747609,18.392830282962947
679,France,2010,10379.0,59056283.0,17.574759996324186,93.28141178539019,17.847885079920136
680,France,2011,10408.0,59344643.0,17.53823003029945,93.31566156848173,18.665551946186856
681,France,2012,9743.0,59638457.0,16.336774105339444,93.36036687544875,17.605238844670872
682,France,2013,9600.0,59910069.0,16.024017598777927,93.3645502734987,17.311071851138948
683,France,2014,8881.0,60275954.0,14.733902013396586,93.42266800133416,15.755831904781338
684,French Guiana,2001,7.0,148156.0,4.724749588271822,105.10278950647194,3.81705221199742
685,French Guiana,2002,11.0,155432.0,7.077049770960935,102.67835021971861,3.673807184398938
686,French Guiana,2003,23.0,162844.0,14.123946844833092,100.29273212550582,25.75032520909106
687,French Guiana,2004,27.0,170038.0,15.878803561556829,98.43157391091246,24.95293582779782
688,French Guiana,2005,25.0,176783.0,14.141631265449732,97.29144578985547,3.7829968146962507
689,French Guiana,2006,13.0,182510.0,7.122897375486275,97.05460002807199,7.885508003201478
690,French Guiana,2007,23.0,187701.0,12.253530881561632,97.39714790509844,7.783171010108868
691,French Guiana,2008,20.0,192699.0,10.378881052833695,98.0747486791522,10.58164250787879
692,French Guiana,2009,16.0,197851.0,8.086893672511133,98.75533678235973,6.166697008200937
693,French Guiana,2010,16.0,203377.0,7.867162953529652,99.24271369091355,5.960261708015954
694,French Guiana,2011,21.0,210264.0,9.987444355667161,98.14542576048852,8.748391187896733
695,French Guiana,2012,19.0,215906.0,8.800125980750883,99.49181357874117,10.234520939142957
696,French Guiana,2013,19.0,222674.0,8.532653116214735,99.44110560775287,8.131452123046481
697,French Guiana,2014,15.0,229559.0,6.534267878845961,99.35822282434064,6.1407840984410225
698,Germany,1990,13924.0,74958800.0,18.575537495264065,92.47892481235829,15.19975121612852
699,Germany,1991,14010.0,75495900.0,18.55729913809889,92.87794633869674,15.437307529035637
700,Germany,1992,13458.0,76131700.0,17.677261902729086,93.41617210682493,14.865457990448746
701,Germany,1993,12690.0,76793400.0,16.524857604950427,93.87425870805026,14.679871852272447
702,Germany,1994,12718.0,77163400.0,16.48190722544626,94.01243073085858,15.396309233175883
703,Germany,1995,12888.0,77547500.0,16.619491279538348,94.22028872258788,15.332003050061079
704,Germany,1996,12225.0,77882500.0,15.696722627034314,94.44035281752204,14.342417116436204
705,Germany,1997,12256.0,78067900.0,15.699154197820103,94.56853323231215,14.7579754485459
706,Germany,1998,11654.0,78071100.0,14.927418724726563,94.63763057515395,14.944074468785697
707,Germany,1999,11160.0,78141200.0,14.281838517964914,94.77160675383979,13.584127905877185
708,Germany,2000,11073.0,78242066.0,14.152233659065189,94.8675523408793,14.04475603374553
709,Germany,2001,11167.0,78421514.0,14.239714882321707,94.98795160831621,14.066765766687794
710,Germany,2002,11176.0,78633771.0,14.212722927913504,95.12330516625406,13.583620511207926
711,Germany,2003,11155.0,78756461.0,14.163917294353793,95.23732639371778,13.92744608175505
712,Germany,2004,10741.0,78811814.0,13.628667397504643,95.30454181273385,13.73489650403896
713,Germany,2005,10270.0,78851254.0,13.024523363953096,95.39421165066727,12.775651638393317
714,Germany,2006,9775.0,78828994.0,12.400259731844352,95.4813692817653,12.471501464147766
715,Germany,2007,9409.0,78776585.0,11.943904397480546,95.58395825216235,12.262287751235185
716,Germany,2008,9459.0,78662789.0,12.024745270600564,95.68677702817203,12.310375869545718
717,Germany,2009,9579.0,78448602.0,12.210542642939641,95.76237403078117,12.856105413046512
718,Germany,2010,10030.0,78349067.0,12.801684032816881,95.88382798109922,13.082546938414287
719,Germany,2011,10153.0,78371140.0,12.955024005010008,96.09525652049155,13.661391321573483
720,Germany,2012,9896.0,78508115.0,12.605066367979921,96.35882569450565,12.39917637799903
721,Germany,2013,10091.0,77270988.0,13.059235116807358,95.45687339830553,13.092324526712776
722,Germany,2014,10217.0,77552369.0,13.174323533559626,95.76062581712735,13.577218922910696
723,Germany,2015,10088.0,78136683.0,12.910709301545344,96.40235879845518,12.55347548359368
724,Greece,1987,410.0,9387400.0,4.367556511920234,96.34393758758445,4.041593277688248
725,Greece,1988,403.0,9450000.0,4.264550264550264,96.34323706627883,3.8215500835406373
726,Greece,1989,383.0,9527500.0,4.019942272369457,96.40280354566069,3.780114536021731
727,Greece,1990,349.0,9617000.0,3.628990329624623,96.55412034009156,4.142241779237302
728,Greece,1991,381.0,9721144.0,3.9192918035161295,96.66760470660019,4.516316289090835
729,Greece,1992,351.0,9834155.0,3.5691932860525384,97.01266278230223,4.319051361424547
730,Greece,1993,412.0,9930405.0,4.148874089223954,97.28455736157268,4.2236048836992595
731,Greece,1994,355.0,10018932.0,3.5432918398887225,97.48929265277287,4.22295216198351
732,Greece,1995,370.0,10101632.0,3.662774490300181,97.63742092356502,4.879572707023279
733,Greece,1996,356.0,10178479.0,3.4975756200901924,97.73447518420903,4.639393221249161
734,Greece,1997,374.0,10248806.0,3.649205575751946,97.78413505386338,5.234244019338794
735,Greece,1998,403.0,10310630.0,3.908587545086964,97.79712358015857,4.490839978215745
736,Greece,1999,381.0,10362363.0,3.676767548096896,97.78525305108663,4.155294167951219
737,Greece,2000,382.0,10403059.0,3.6719968616923158,97.755846006421,4.198055525396128
738,Greece,2001,334.0,10441529.0,3.1987652383094467,97.70485775287179,4.6336122772741515
739,Greece,2002,323.0,10482045.0,3.081459772401282,97.67294941596965,3.7173934935420148
740,Greece,2003,375.0,10515665.0,3.5661082775078894,97.64262871566729,4.593283431108224
741,Greece,2004,353.0,10547290.0,3.346831271350271,97.63211494463943,4.195601959090852
742,Greece,2005,400.0,10582816.0,3.7797123185360118,97.64801680868449,4.664068442603432
743,Greece,2006,394.0,10618891.0,3.7103686251229058,97.67090685879853,4.947387523495212
744,Greece,2007,328.0,10653591.0,3.078774095983223,97.69722326243746,3.9770493530183018
745,Greece,2008,373.0,10686723.0,3.490312231354738,97.69345491355058,4.629774183849597
746,Greece,2009,391.0,10719618.0,3.6475180365568995,97.65873004165732,5.217921730888696
747,Greece,2010,377.0,10735384.0,3.511751419418253,97.6380019890122,5.58058028360113
748,Greece,2011,477.0,10728724.0,4.446008677266747,97.64456296750433,5.86704191483442
749,Greece,2012,508.0,10539802.0,4.819824888551037,95.49423689227324,6.411655655461292
750,Greece,2013,533.0,10431289.0,5.109627391207357,94.42584921724841,6.376093127914274
751,Greece,2014,565.0,10380547.0,5.44287309714989,93.93473972825906,6.801482061820875
752,Greece,2015,529.0,10331286.0,5.120369332530336,93.5834239764356,6.444505506148037
753,Grenada,1988,4.0,87300.0,4.581901489117984,97.06546275395034,4.719407842931387
754,Grenada,1989,4.0,81805.0,4.8896766701301875,95.74320444104134,9.99675105590683
755,Grenada,1990,2.0,82000.0,2.4390243902439024,103.98009950248756,4.784688995215311
756,Grenada,1991,0.0,82400.0,0.0,96.19047619047619,0.0
757,Grenada,1992,0.0,83528.0,0.0,96.8560722113549,0.0
758,Grenada,1993,3.0,85304.0,3.516833911657132,96.94779858241175,7.144388083160678
759,Grenada,1994,4.0,87036.0,4.595799439312469,97.01208746434877,9.333146670399925
760,Grenada,1995,1.0,88433.0,1.13079958838895,97.03883603306522,-2.228114346828279
761,Grenada,1996,1.0,89772.0,1.11393307490086,97.05856528228993,2.2616247512212775
762,Grenada,2001,0.0,91415.0,0.0,97.23612669370847,0.0
763,Grenada,2002,0.0,91908.0,0.0,97.42658904904089,0.0
764,Grenada,2003,4.0,92567.0,4.321194378126114,97.69979923967365,8.744125040988086
765,Grenada,2004,1.0,93202.0,1.0729383489624686,97.99039809661384,2.1678806798473813
766,Grenada,2005,6.0,93685.0,6.4044404120189995,98.26254417708928,8.652167811485844
767,Grenada,2006,1.0,94126.0,1.062405711493105,98.5068646266107,2.140915027082575
768,Grenada,2007,3.0,94418.0,3.1773602491050434,98.7412646291151,2.15857461886346
769,Grenada,2008,0.0,94585.0,0.0,98.94203264344607,0.0
770,Grenada,2009,0.0,94746.0,0.0,99.1340717543454,0.0
771,Grenada,2010,0.0,94980.0,0.0,99.32425342595118,0.0
772,Grenada,2011,1.0,95102.0,1.0515025972114151,99.51329011685233,2.108147991989038
773,Grenada,2012,2.0,95426.0,2.0958648586339153,99.69865020403893,4.1980646921769065
774,Grenada,2013,0.0,95876.0,0.0,99.89158535568343,0.0
775,Grenada,2014,0.0,96393.0,0.0,100.06434071521969,0.0
776,Grenada,2015,0.0,96892.0,0.0,100.20249188999318,0.0
777,Grenada,2016,0.0,97452.0,0.0,100.35361842105263,0.0
778,Guadeloupe,2000,37.0,390842.0,9.46674103601967,91.98825008841906,14.631907284600006
779,Guadeloupe,2001,33.0,394479.0,8.36546432129467,92.28245822691025,8.28984262851216
780,Guadeloupe,2002,36.0,397673.0,9.0526638720758,92.83733064367526,10.74583760257506
781,Guadeloupe,2003,31.0,400641.0,7.737600495206432,93.39875843559022,10.024691830220013
782,Guadeloupe,2004,39.0,403614.0,9.662697527836002,93.64765601385616,14.028157940420535
783,Guadeloupe,2005,46.0,406751.0,11.309130155795561,93.35947898840084,7.669640340879096
784,Guadeloupe,2006,39.0,409899.0,9.514538947399238,92.26482797438965,11.029854747389443
785,Guadeloupe,2007,34.0,413323.0,8.226012101915451,90.73159701712936,8.561815627410555
786,Guadeloupe,2008,43.0,416751.0,10.317911654681092,89.03787098734912,17.090918860999196
787,Guadeloupe,2009,39.0,419759.0,9.29104557615203,87.50876660070311,9.37938910755733
788,Guadeloupe,2010,44.0,421990.0,10.426787364629494,86.37323228308203,12.015741046010072
789,Guadeloupe,2011,32.0,378522.0,8.453933985342992,85.61369097239249,11.949676125857113
790,Guadeloupe,2012,40.0,424173.0,9.43011459946767,85.57116420287255,9.065349135797916
791,Guadeloupe,2013,39.0,424123.0,9.19544566081066,85.55984319490383,14.249617459848826
792,Guadeloupe,2014,25.0,423906.0,5.897533887229716,85.61107608238756,5.191801389822627
793,Guatemala,1987,241.0,7108740.0,3.3901929174509124,98.53626861607424,3.623252509132586
794,Guatemala,1988,174.0,7300076.0,2.383536828931644,98.26824001288459,3.1103361627482107
795,Guatemala,1989,152.0,7493108.0,2.0285307511916284,97.99100029858081,2.497013645550504
796,Guatemala,1990,158.0,7683992.0,2.056222859159666,97.7018804854353,2.75510232091478
797,Guatemala,1991,156.0,7880665.0,1.979528377364093,97.40378316974166,2.387310033552252
798,Guatemala,1992,173.0,8069672.0,2.14382938984385,97.08290787013101,2.4680668360374534
799,Guatemala,1993,165.0,8254958.0,1.9987987825013767,96.75034934983867,2.6106647069326954
800,Guatemala,1994,142.0,8443914.0,1.6816845837131926,96.41988317968973,2.4780681360997976
801,Guatemala,1995,211.0,8641512.0,2.4417023317215785,96.10526831765674,2.8059526617282624
802,Guatemala,1996,157.0,8832326.0,1.7775611996205756,95.80515357345625,2.1377569434126906
803,Guatemala,1997,179.0,9044205.0,1.9791678760045797,95.52103965372547,2.1041192961239834
804,Guatemala,1998,201.0,9273529.0,2.167459658561482,95.26783099146728,2.500432677728469
805,Guatemala,1999,234.0,9512666.0,2.459878229720249,95.05698845467323,3.280470081632867
806,Guatemala,2000,182.0,9755585.0,1.865598013855653,94.89419807494836,2.1903623421453378
807,Guatemala,2001,202.0,10015097.0,2.0169550030319225,94.8130814306903,2.0659132402266667
808,Guatemala,2002,258.0,10277166.0,2.510419701306761,94.7764295708942,2.666448401990246
809,Guatemala,2003,253.0,10542980.0,2.399701033294192,94.77568608078172,2.9194162679026476
810,Guatemala,2004,250.0,10817808.0,2.3110042256250063,94.80282481714626,2.3065410227955345
811,Guatemala,2005,238.0,11104906.0,2.1431968897350413,94.85066995508834,2.2039827332353648
812,Guatemala,2006,298.0,11397134.0,2.6146924305707033,94.93203200015324,2.8754308199083454
813,Guatemala,2007,327.0,11708397.0,2.7928673754400366,95.03365665712187,3.5438029642362383
814,Guatemala,2008,492.0,12032885.0,4.088794998040786,95.14662003732035,4.3613572987921785
815,Guatemala,2009,511.0,12359945.0,4.1343226041863455,95.26001055609382,3.779018219277101
816,Guatemala,2010,352.0,12682151.0,2.7755543992497804,95.36609525100593,3.098206993945812
817,Guatemala,2011,359.0,13017342.0,2.7578594769961486,95.47422314289726,2.3260203521603016
818,Guatemala,2012,420.0,13335425.0,3.1495059212586027,95.56646547500311,3.1439452197817523
819,Guatemala,2013,455.0,13641878.0,3.335317908575344,95.64662994160236,3.1847791870858364
820,Guatemala,2014,512.0,13947190.0,3.6709903571973994,95.72108210238092,3.029922170152974
821,Guatemala,2015,494.0,14258397.0,3.464625090744773,95.79352254295446,3.039798228278817
822,Guyana,1988,56.0,654894.0,8.551002146912325,98.30550046177838,8.69777203544475
823,Guyana,1989,94.0,654104.0,14.37080341963969,97.57152522714092,13.197269447281805
824,Guyana,1990,89.0,653426.0,13.62051708992296,96.92597939200694,12.36532887414323
825,Guyana,1991,105.0,654620.0,16.03983990712169,96.55602095812878,14.92614597594423
826,Guyana,1992,78.0,656713.0,11.877334543400238,96.2381705119662,13.251215389535583
827,Guyana,1993,72.0,658831.0,10.928447507782725,96.00190399690601,13.20119071834299
828,Guyana,1994,86.0,660582.0,13.018822795655952,95.89225928704661,10.238921958931057
829,Guyana,1995,99.0,661682.0,14.961869901251658,95.93143249701669,17.25311365852386
830,Guyana,1996,60.0,659048.0,9.104040980323132,96.07754465720168,13.11515148107089
831,Guyana,1997,40.0,657584.0,6.082873062604929,96.45617420971968,9.955291296134005
832,Guyana,1998,35.0,657089.0,5.326523499860749,96.99687905670163,8.382413344336314
833,Guyana,1999,163.0,657094.0,24.806192112544018,97.57768924302789,24.657222078808417
834,Guyana,2001,197.0,660426.0,29.82923143546741,98.62854255578313,34.028209024713355
835,Guyana,2002,176.0,662839.0,26.552450896824116,99.06270646885699,32.83787309140834
836,Guyana,2003,198.0,664705.0,29.787650160597558,99.39435208572063,32.676876095594515
837,Guyana,2004,186.0,666308.0,27.915018279834552,99.63387413299776,27.117016571138493
838,Guyana,2005,169.0,667709.0,25.310427147155423,99.79981387777575,25.510937326497416
839,Guyana,2006,201.0,668408.0,30.071453363813717,99.80032163760171,30.281199023931215
840,Guyana,2007,185.0,668788.0,27.66197958097334,99.71630697377184,30.282538900456647
841,Guyana,2008,168.0,669253.0,25.102614407406467,99.6113672832694,24.005089720895718
842,Guyana,2009,156.0,670155.0,23.278196835060545,99.55007399511067,18.608247504590782
843,Guyana,2010,205.0,671825.0,30.513898708741117,99.58142339810526,31.981665871616553
844,Guyana,2011,192.0,675283.0,28.432523845558084,99.79791883023702,33.82117155535356
845,Guyana,2012,206.0,679356.0,30.322835155647407,100.08776864421007,31.179428261408
846,Guyana,2013,210.0,683867.0,30.707725332557352,100.42701601676411,32.039295863450846
847,Hong Kong SAR,1987,619.0,5207800.0,11.886017128153924,105.71180281245063,2.375686884626832
848,Hong Kong SAR,1988,579.0,5288100.0,10.949112157485676,105.29135447804651,1.5167263206075567
849,Hong Kong SAR,1989,604.0,5370900.0,11.24578748440671,104.67588887618612,2.839047822491688
850,Hong Kong SAR,1990,677.0,5328800.0,12.704548866536555,104.82779827798278,2.667864295979422
851,Hong Kong SAR,1991,748.0,5387200.0,13.884763884763885,104.4012748520261,5.715958557844328
852,Hong Kong SAR,1992,732.0,5443200.0,13.447971781305114,104.00269844839218,3.956460170537076
853,Hong Kong SAR,1993,609.0,5548400.0,10.976137264797059,103.62595419847328,3.395048711568471
854,Hong Kong SAR,1994,751.0,5689200.0,13.20044997539197,103.55647787040681,2.246300299786789
855,Hong Kong SAR,1995,723.0,5778500.0,12.51189755126763,99.89967827861764,5.377273830899851
856,Hong Kong SAR,1996,780.0,6057000.0,12.877662209014364,99.62428317184101,6.916585620237354
857,Hong Kong SAR,1997,641.0,6126100.0,10.463426976379752,98.89935064935065,4.066238413436469
858,Hong Kong SAR,1998,846.0,6204000.0,13.636363636363637,98.12857279724076,8.059742576637253
859,Hong Kong SAR,1999,869.0,6284200.0,13.828331370739315,97.13900304294633,7.372783468768754
860,Hong Kong SAR,2000,890.0,6370300.0,13.971084564306233,96.17824587336783,6.5748109859417365
861,Hong Kong SAR,2001,997.0,6441500.0,15.477761390980362,95.10828411328184,7.58053422927814
862,Hong Kong SAR,2002,1040.0,6492400.0,16.018729591522394,94.2029852532081,11.070313164785162
863,Hong Kong SAR,2003,1101.0,6493500.0,16.955416955416954,93.42011199809365,12.348301716259106
